family	cluster_id	count_in_family	n_in	p_in	count_outside_family	n_out	p_out	raw_names	evidence_subjects
CFPICI	FUNC:primase_alpha_helix_c_terminal	7	57	0.1228	4	82	0.0488	primase alpha helix C-terminal domain-containing protein	WP_000158192.1 primase alpha helix C-terminal domain-containing protein | WP_000158202.1 primase alpha helix C-terminal domain-containing protein | WP_005879187.1 primase alpha helix C-terminal domain-containing protein | WP_038679592.1 primase alpha helix C-terminal domain-containing protein | WP_049409512.1 primase alpha helix C-terminal domain-containing protein | WP_103170281.1 primase alpha helix C-terminal domain-containing protein | WP_103301594.1 primase alpha helix C-terminal domain-containing protein | WP_103360822.1 primase alpha helix C-terminal domain-containing protein | WP_107642688.1 primase alpha helix C-terminal domain-containing protein | WP_129531127.1 primase alpha helix C-terminal domain-containing protein
CFPICI	FUNC:primase_helicase_zinc	1	57	0.0175	0	82	0.0000	primase-helicase zinc-binding domain-containing protein	WP_025315434.1 primase-helicase zinc-binding domain-containing protein
CFPICI	FUNC:proton_translocating_transhydrogenase	1	57	0.0175	0	82	0.0000	proton-translocating transhydrogenase family protein, partial	WP_394738342.1 proton-translocating transhydrogenase family protein, partial
CFPICI	FUNC:resistance	1	57	0.0175	0	82	0.0000	bacteriophage resistance protein	WP_031796992.1 bacteriophage resistance protein
CFPICI	FUNC:rha_transcriptional_regulator	2	57	0.0351	14	82	0.1707	Rha family transcriptional regulator	WP_000424665.1 Rha family transcriptional regulator | WP_000424676.1 Rha family transcriptional regulator | WP_000424684.1 Rha family transcriptional regulator | WP_004245363.1 Rha family transcriptional regulator | WP_010707092.1 Rha family transcriptional regulator | WP_010714143.1 Rha family transcriptional regulator | WP_010774840.1 Rha family transcriptional regulator | WP_014326459.1 Rha family transcriptional regulator | WP_014573404.1 Rha family transcriptional regulator | WP_016634818.1 Rha family transcriptional regulator | WP_025404474.1 Rha family transcriptional regulator | WP_057609328.1 Rha family transcriptional regulator | WP_080783587.1 Rha family transcriptional regulator | WP_219597184.1 Rha family transcriptional regulator | WP_308042149.1 Rha family transcriptional regulator
CFPICI	FUNC:ssDNA_binding	8	57	0.1404	1	82	0.0122	single-stranded DNA-binding protein	WP_000126663.1 single-stranded DNA-binding protein | WP_000126668.1 single-stranded DNA-binding protein | WP_000126677.1 single-stranded DNA-binding protein | WP_000126683.1 single-stranded DNA-binding protein | WP_000126697.1 single-stranded DNA-binding protein | WP_001576606.1 single-stranded DNA-binding protein | WP_074434942.1 single-stranded DNA-binding protein | WP_136753079.1 single-stranded DNA-binding protein
CFPICI	FUNC:tat_proofreading_chaperone_dmsd	1	57	0.0175	0	82	0.0000	Tat proofreading chaperone DmsD, partial	WP_105491454.1 Tat proofreading chaperone DmsD, partial
CFPICI	FUNC:terminase	7	57	0.1228	2	82	0.0244	phage terminase large subunit family protein | terminase large subunit domain-containing protein, partial | terminase, partial	WP_056607664.1 phage terminase large subunit family protein | WP_121720710.1 phage terminase large subunit family protein | WP_126066294.1 terminase, partial | WP_230016120.1 terminase large subunit domain-containing protein, partial | WP_267646228.1 terminase large subunit domain-containing protein, partial | WP_364561498.1 phage terminase large subunit family protein | WP_387750765.1 phage terminase large subunit family protein
CFPICI	FUNC:terminase_large	30	57	0.5263	1	82	0.0122	terminase large subunit	WP_000127874.1 terminase large subunit | WP_000127880.1 terminase large subunit | WP_000127891.1 terminase large subunit | WP_000127893.1 terminase large subunit | WP_000127897.1 terminase large subunit | WP_001576610.1 terminase large subunit | WP_014570232.1 terminase large subunit | WP_021292931.1 terminase large subunit | WP_025315443.1 terminase large subunit | WP_031914421.1 terminase large subunit | WP_032326831.1 terminase large subunit | WP_038679608.1 terminase large subunit | WP_045517675.1 terminase large subunit | WP_048253837.1 terminase large subunit | WP_048618022.1 terminase large subunit | WP_049409526.1 terminase large subunit | WP_053017510.1 terminase large subunit | WP_074434940.1 terminase large subunit | WP_086392326.1 terminase large subunit | WP_095370788.1 terminase large subunit | WP_101999632.1 terminase large subunit | WP_103170272.1 terminase large subunit | WP_103301586.1 terminase large subunit | WP_107642694.1 terminase large subunit | WP_128875153.1 terminase large subunit | WP_135023961.1 terminase large subunit | WP_181597176.1 terminase large subunit | WP_198051934.1 terminase large subunit | WP_225230786.1 terminase large subunit | WP_232159793.1 terminase large subunit | WP_334325051.1 terminase large subunit
CFPICI	FUNC:terminase_small_p27	4	57	0.0702	8	82	0.0976	P27 family phage terminase small subunit | phage terminase small subunit P27 family	WP_000816069.1 phage terminase small subunit P27 family | WP_048253838.1 phage terminase small subunit P27 family | WP_048618025.1 phage terminase small subunit P27 family | WP_420880748.1 P27 family phage terminase small subunit
CFPICI	FUNC:terminase_terl_endonuclease	1	57	0.0175	0	82	0.0000	terminase TerL endonuclease subunit, partial	WP_269310938.1 terminase TerL endonuclease subunit, partial
CFPICI	FUNC:toxin_antitoxin_system_hicb_antitoxin	4	57	0.0702	0	82	0.0000	toxin-antitoxin system HicB family antitoxin | toxin-antitoxin system HicB family antitoxin, partial	WP_258963486.1 toxin-antitoxin system HicB family antitoxin, partial | WP_262781171.1 toxin-antitoxin system HicB family antitoxin
CFPICI	FUNC:transcriptional_regulator_fis	1	57	0.0175	0	82	0.0000	DNA-binding transcriptional regulator Fis, partial	WP_251739324.1 DNA-binding transcriptional regulator Fis, partial
CFPICI	FUNC:trna_dihydrouridine_synthase	1	57	0.0175	0	82	0.0000	tRNA-dihydrouridine synthase, partial	WP_289484213.1 tRNA-dihydrouridine synthase, partial
CFPICI	FUNC:trna_dihydrouridine_synthase_dusb	1	57	0.0175	0	82	0.0000	tRNA dihydrouridine synthase DusB, partial	WP_016671049.1 tRNA dihydrouridine synthase DusB, partial
CFPICI	FUNC:tsca_ii_toxin_antitoxin_system_antitoxin	1	57	0.0175	0	82	0.0000	TscA family type II toxin-antitoxin system antitoxin	WP_031914431.1 TscA family type II toxin-antitoxin system antitoxin
CFPICI	FUNC:tyrosine_recombinase_integrase	2	57	0.0351	1	82	0.0122	tyrosine-type recombinase/integrase, partial	WP_176492443.1 tyrosine-type recombinase/integrase, partial | WP_259769405.1 tyrosine-type recombinase/integrase, partial | WP_283672163.1 tyrosine-type recombinase/integrase, partial
CFPICI	FUNC:virulence_associated_e	2	57	0.0351	4	82	0.0488	virulence-associated E family protein	WP_010707095.1 virulence-associated E family protein | WP_010774837.1 virulence-associated E family protein | WP_014570228.1 virulence-associated E family protein | WP_016634820.1 virulence-associated E family protein | WP_103360823.1 virulence-associated E family protein | WP_154231037.1 virulence-associated E family protein
CFPICI	FUNC:voltage_gated_clc_chloride_channel_clcb	1	57	0.0175	0	82	0.0000	voltage-gated ClC-type chloride channel ClcB	WP_128875155.1 voltage-gated ClC-type chloride channel ClcB
CFPICI	FUNC:winged_helix_turn_helix	1	57	0.0175	0	82	0.0000	winged helix-turn-helix domain-containing protein, partial	WP_343169643.1 winged helix-turn-helix domain-containing protein, partial
CFPICI	FUNC:ylci_ynfo	2	57	0.0351	2	82	0.0244	YlcI/YnfO family protein	WP_000179576.1 YlcI/YnfO family protein | WP_000190558.1 YlcI/YnfO family protein | WP_001388953.1 YlcI/YnfO family protein | WP_181597174.1 YlcI/YnfO family protein
CFPICI	HYP:WP_000125507.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_000125507.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_000125509.1	3	57	0.0526	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_000125509.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_000133414.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_000133414.1 hypothetical protein
CFPICI	HYP:WP_000133415.1	6	57	0.1053	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_000133415.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_000133417.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_000133417.1 hypothetical protein
CFPICI	HYP:WP_000133423.1	3	57	0.0526	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_000133423.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_000133425.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_000133425.1 hypothetical protein
CFPICI	HYP:WP_000138190.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_000138190.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_000139144.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_000139144.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_000198851.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_000198851.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_000198852.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_000198852.1 hypothetical protein
CFPICI	HYP:WP_000365968.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_000365968.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_000549001.1	1	57	0.0175	2	82	0.0244	MULTISPECIES: hypothetical protein	WP_000549001.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_000557473.1	2	57	0.0351	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_000557473.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_000557486.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_000557486.1 hypothetical protein
CFPICI	HYP:WP_000609225.1	3	57	0.0526	2	82	0.0244	MULTISPECIES: hypothetical protein	WP_000609225.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_000659211.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_000659211.1 hypothetical protein
CFPICI	HYP:WP_000659212.1	2	57	0.0351	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_000659212.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_000714528.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_000714528.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_000794515.1	3	57	0.0526	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_000794515.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_000920682.1	3	57	0.0526	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_000920682.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001053662.1	2	57	0.0351	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_001053662.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001113141.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_001113141.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001113156.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_001113156.1 hypothetical protein
CFPICI	HYP:WP_001123052.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_001123052.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001132077.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_001132077.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001132078.1	3	57	0.0526	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_001132078.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001132080.1	3	57	0.0526	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_001132080.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001133617.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_001133617.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001142405.1	2	57	0.0351	0	82	0.0000	hypothetical protein	WP_001142405.1 hypothetical protein
CFPICI	HYP:WP_001145407.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_001145407.1 hypothetical protein
CFPICI	HYP:WP_001204078.1	1	57	0.0175	2	82	0.0244	MULTISPECIES: hypothetical protein	WP_001204078.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001204964.1	2	57	0.0351	2	82	0.0244	MULTISPECIES: hypothetical protein	WP_001204964.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001204971.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_001204971.1 hypothetical protein
CFPICI	HYP:WP_001204972.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_001204972.1 hypothetical protein
CFPICI	HYP:WP_001204975.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_001204975.1 hypothetical protein
CFPICI	HYP:WP_001260556.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_001260556.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001284750.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_001284750.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001288030.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_001288030.1 hypothetical protein
CFPICI	HYP:WP_001294163.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_001294163.1 hypothetical protein
CFPICI	HYP:WP_001294164.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_001294164.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001294165.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_001294165.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001294166.1	2	57	0.0351	0	82	0.0000	hypothetical protein	WP_001294166.1 hypothetical protein
CFPICI	HYP:WP_001294167.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_001294167.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001304194.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_001304194.1 hypothetical protein
CFPICI	HYP:WP_001340366.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_001340366.1 hypothetical protein
CFPICI	HYP:WP_001353111.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_001353111.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001547822.1	2	57	0.0351	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_001547822.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001549737.1	2	57	0.0351	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_001549737.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001549749.1	3	57	0.0526	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_001549749.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001549752.1	2	57	0.0351	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_001549752.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_001576603.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_001576603.1 hypothetical protein
CFPICI	HYP:WP_001804916.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_001804916.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_002115523.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_002115523.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_003568371.1	2	57	0.0351	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_003568371.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_003586075.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_003586075.1 hypothetical protein
CFPICI	HYP:WP_004149995.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_004149995.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_004150957.1	1	57	0.0175	1	82	0.0122	MULTISPECIES: hypothetical protein	WP_004150957.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_004150963.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_004150963.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_004150964.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_004150964.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_004150966.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_004150966.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_004150967.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_004150967.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_004150970.1	2	57	0.0351	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_004150970.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_004174241.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_004174241.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_004174250.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_004174250.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_004245355.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_004245355.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_004245358.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_004245358.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_004245359.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_004245359.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_004245361.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_004245361.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_005005155.1	2	57	0.0351	1	82	0.0122	MULTISPECIES: hypothetical protein	WP_005005155.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_005067819.1	4	57	0.0702	0	82	0.0000	hypothetical protein	WP_005067819.1 hypothetical protein
CFPICI	HYP:WP_005879184.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_005879184.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_005879189.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_005879189.1 hypothetical protein
CFPICI	HYP:WP_012422760.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_012422760.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_012422942.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_012422942.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_012423837.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_012423837.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_012492209.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_012492209.1 hypothetical protein
CFPICI	HYP:WP_012492210.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_012492210.1 hypothetical protein
CFPICI	HYP:WP_012492211.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_012492211.1 hypothetical protein
CFPICI	HYP:WP_012492212.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_012492212.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_012492217.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_012492217.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_014072017.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_014072017.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_014566704.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_014566704.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_014570224.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_014570224.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_014570225.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_014570225.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_014570226.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_014570226.1 hypothetical protein
CFPICI	HYP:WP_014570229.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_014570229.1 hypothetical protein
CFPICI	HYP:WP_014952496.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_014952496.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_015728780.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_015728780.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_015765113.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_015765113.1 hypothetical protein
CFPICI	HYP:WP_015765114.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_015765114.1 hypothetical protein
CFPICI	HYP:WP_019077815.1	3	57	0.0526	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_019077815.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_019077818.1	3	57	0.0526	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_019077818.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_019077819.1	3	57	0.0526	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_019077819.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_019077825.1	2	57	0.0351	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_019077825.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_021293490.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_021293490.1 hypothetical protein
CFPICI	HYP:WP_021538175.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_021538175.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_021538176.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_021538176.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_021538177.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_021538177.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_021538180.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_021538180.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_021538181.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_021538181.1 hypothetical protein
CFPICI	HYP:WP_021538183.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_021538183.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_023195105.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_023195105.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_023293261.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_023293261.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_023309420.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_023309420.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_023309421.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_023309421.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_023326198.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_023326198.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_024167808.1	2	57	0.0351	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_024167808.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_024174166.1	2	57	0.0351	0	82	0.0000	hypothetical protein	WP_024174166.1 hypothetical protein
CFPICI	HYP:WP_024187906.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_024187906.1 hypothetical protein
CFPICI	HYP:WP_024187907.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_024187907.1 hypothetical protein
CFPICI	HYP:WP_024200918.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_024200918.1 hypothetical protein
CFPICI	HYP:WP_024218770.1	3	57	0.0526	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_024218770.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_025315427.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_025315427.1 hypothetical protein
CFPICI	HYP:WP_025315432.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_025315432.1 hypothetical protein
CFPICI	HYP:WP_025315433.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_025315433.1 hypothetical protein
CFPICI	HYP:WP_025315435.1	2	57	0.0351	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_025315435.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_025315444.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_025315444.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_025315446.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_025315446.1 hypothetical protein
CFPICI	HYP:WP_031464185.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_031464185.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_031914419.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_031914419.1 hypothetical protein
CFPICI	HYP:WP_032152087.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_032152087.1 hypothetical protein
CFPICI	HYP:WP_032279725.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_032279725.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_032308184.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_032308184.1 hypothetical protein
CFPICI	HYP:WP_032655302.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_032655302.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_032672061.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_032672061.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_032672062.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_032672062.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_032672064.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_032672064.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_033812069.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_033812069.1 hypothetical protein
CFPICI	HYP:WP_033817307.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_033817307.1 hypothetical protein
CFPICI	HYP:WP_033882705.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_033882705.1 hypothetical protein
CFPICI	HYP:WP_036932393.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_036932393.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_037558417.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_037558417.1 hypothetical protein
CFPICI	HYP:WP_037589582.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_037589582.1 hypothetical protein
CFPICI	HYP:WP_038679590.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_038679590.1 hypothetical protein
CFPICI	HYP:WP_038679605.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_038679605.1 hypothetical protein
CFPICI	HYP:WP_039127999.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_039127999.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_039273129.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_039273129.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_040194363.1	1	57	0.0175	0	82	0.0000	MULTISPECIES: hypothetical protein	WP_040194363.1 MULTISPECIES: hypothetical protein
CFPICI	HYP:WP_042854119.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_042854119.1 hypothetical protein
CFPICI	HYP:WP_043664810.1	1	57	0.0175	0	82	0.0000	hypothetical protein	WP_043664810.1 hypothetical protein
