accession	family	batch	size_bytes	file
NZ_AP024237.1	PICI	003	2585	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_AP024237.1_PICI_output.tsv
NZ_AP035757.1	CFPICI	003	9563	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_AP035757.1_CFPICI_output.tsv
NZ_AP043788.1	PICI	003	2722	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_AP043788.1_PICI_output.tsv
NZ_CM128549.1	CFPICI	003	2931	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128549.1_CFPICI_output.tsv
NZ_CM128549.1	PICI	003	3125	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128549.1_PICI_output.tsv
NZ_CM128581.1	CFPICI	003	2878	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128581.1_CFPICI_output.tsv
NZ_CM128581.1	PICI	003	2018	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128581.1_PICI_output.tsv
NZ_CM128582.1	CFPICI	003	1882	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128582.1_CFPICI_output.tsv
NZ_CM128582.1	PICI	003	2018	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128582.1_PICI_output.tsv
NZ_CM128583.1	PICI	003	4833	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128583.1_PICI_output.tsv
NZ_CM128584.1	PICI	003	4581	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128584.1_PICI_output.tsv
NZ_CM128585.1	PICI	003	2019	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128585.1_PICI_output.tsv
NZ_CM128587.1	PICI	003	5922	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128587.1_PICI_output.tsv
NZ_CM128588.1	CFPICI	003	3325	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128588.1_CFPICI_output.tsv
NZ_CM128588.1	PICI	003	4043	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128588.1_PICI_output.tsv
NZ_CM128589.1	CFPICI	003	2920	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128589.1_CFPICI_output.tsv
NZ_CM128590.1	PICI	003	2664	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128590.1_PICI_output.tsv
NZ_CM128591.1	PICI	003	2055	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128591.1_PICI_output.tsv
NZ_CM128592.1	CFPICI	003	2880	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128592.1_CFPICI_output.tsv
NZ_CM128592.1	PICI	003	2059	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128592.1_PICI_output.tsv
NZ_CM128593.1	PICI	003	5189	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128593.1_PICI_output.tsv
NZ_CM128594.1	CFPICI	003	8914	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128594.1_CFPICI_output.tsv
NZ_CM128594.1	PICI	003	7962	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128594.1_PICI_output.tsv
NZ_CM128595.1	CFPICI	003	3241	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128595.1_CFPICI_output.tsv
NZ_CM128596.1	CFPICI	003	8914	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128596.1_CFPICI_output.tsv
NZ_CM128596.1	PICI	003	7962	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128596.1_PICI_output.tsv
NZ_CM128597.1	CFPICI	003	6067	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128597.1_CFPICI_output.tsv
NZ_CM128598.1	CFPICI	003	5833	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128598.1_CFPICI_output.tsv
NZ_CM128599.1	CFPICI	003	5830	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128599.1_CFPICI_output.tsv
NZ_CM128599.1	PICI	003	2769	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128599.1_PICI_output.tsv
NZ_CM128600.1	CFPICI	003	3276	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128600.1_CFPICI_output.tsv
NZ_CM128601.1	CFPICI	003	5672	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128601.1_CFPICI_output.tsv
NZ_CM128601.1	PICI	003	9948	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128601.1_PICI_output.tsv
NZ_CM128602.1	CFPICI	003	3057	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128602.1_CFPICI_output.tsv
NZ_CM128602.1	PICI	003	8447	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128602.1_PICI_output.tsv
NZ_CM128603.1	CFPICI	003	8494	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128603.1_CFPICI_output.tsv
NZ_CM128603.1	PICI	003	4600	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128603.1_PICI_output.tsv
NZ_CM128604.1	CFPICI	003	11231	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128604.1_CFPICI_output.tsv
NZ_CM128604.1	PICI	003	7525	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128604.1_PICI_output.tsv
NZ_CM128605.1	CFPICI	003	8835	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128605.1_CFPICI_output.tsv
NZ_CM128605.1	PICI	003	6690	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128605.1_PICI_output.tsv
NZ_CM128606.1	CFPICI	003	3117	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM128606.1_CFPICI_output.tsv
NZ_CM128606.1	PICI	003	10742	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM128606.1_PICI_output.tsv
NZ_CM129037.1	CFPICI	003	7468	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM129037.1_CFPICI_output.tsv
NZ_CM129037.1	PICI	003	2028	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM129037.1_PICI_output.tsv
NZ_CM129038.1	CFPICI	003	5842	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM129038.1_CFPICI_output.tsv
NZ_CM129038.1	PICI	003	2204	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM129038.1_PICI_output.tsv
NZ_CM129039.1	CFPICI	003	3297	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM129039.1_CFPICI_output.tsv
NZ_CM129040.1	CFPICI	003	8114	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM129040.1_CFPICI_output.tsv
NZ_CM129041.1	CFPICI	003	5437	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM129041.1_CFPICI_output.tsv
NZ_CM129041.1	PICI	003	9310	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM129041.1_PICI_output.tsv
NZ_CM129042.1	PICI	003	4029	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM129042.1_PICI_output.tsv
NZ_CM129854.1	CFPICI	003	3297	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM129854.1_CFPICI_output.tsv
NZ_CM129919.1	PICI	003	2003	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM129919.1_PICI_output.tsv
NZ_CM130001.1	PICI	003	2043	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM130001.1_PICI_output.tsv
NZ_CM132654.1	PICI	003	6601	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM132654.1_PICI_output.tsv
NZ_CM132655.1	PICI	003	2054	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM132655.1_PICI_output.tsv
NZ_CM132658.1	PICI	003	2058	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM132658.1_PICI_output.tsv
NZ_CM132944.1	CFPICI	003	2951	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM132944.1_CFPICI_output.tsv
NZ_CM132944.1	PICI	003	2027	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM132944.1_PICI_output.tsv
NZ_CM135133.1	CFPICI	003	3533	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM135133.1_CFPICI_output.tsv
NZ_CM135133.1	PICI	003	2034	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM135133.1_PICI_output.tsv
NZ_CM144239.1	CFPICI	003	3260	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM144239.1_CFPICI_output.tsv
NZ_CM144240.1	CFPICI	003	3201	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM144240.1_CFPICI_output.tsv
NZ_CM144240.1	PICI	003	4829	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM144240.1_PICI_output.tsv
NZ_CM144241.1	CFPICI	003	3217	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM144241.1_CFPICI_output.tsv
NZ_CM144241.1	PICI	003	4849	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM144241.1_PICI_output.tsv
NZ_CM144242.1	CFPICI	003	3201	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM144242.1_CFPICI_output.tsv
NZ_CM144242.1	PICI	003	4829	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM144242.1_PICI_output.tsv
NZ_CM144243.1	CFPICI	003	3217	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM144243.1_CFPICI_output.tsv
NZ_CM144243.1	PICI	003	4849	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM144243.1_PICI_output.tsv
NZ_CM144244.1	PICI	003	2472	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM144244.1_PICI_output.tsv
NZ_CM144246.1	PICI	003	4461	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM144246.1_PICI_output.tsv
NZ_CM144247.1	CFPICI	003	3260	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM144247.1_CFPICI_output.tsv
NZ_CM144251.1	CFPICI	003	3134	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM144251.1_CFPICI_output.tsv
NZ_CM144251.1	PICI	003	4706	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM144251.1_PICI_output.tsv
NZ_CM148319.1	CFPICI	003	2951	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM148319.1_CFPICI_output.tsv
NZ_CM148319.1	PICI	003	2043	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM148319.1_PICI_output.tsv
NZ_CM148320.1	PICI	003	1980	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM148320.1_PICI_output.tsv
NZ_CM148361.1	CFPICI	003	2946	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM148361.1_CFPICI_output.tsv
NZ_CM148361.1	PICI	003	2027	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM148361.1_PICI_output.tsv
NZ_CM149554.1	CFPICI	003	6413	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM149554.1_CFPICI_output.tsv
NZ_CM149554.1	PICI	003	2027	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM149554.1_PICI_output.tsv
NZ_CM149560.1	CFPICI	003	2963	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM149560.1_CFPICI_output.tsv
NZ_CM149560.1	PICI	003	4210	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM149560.1_PICI_output.tsv
NZ_CM149564.1	CFPICI	003	3362	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM149564.1_CFPICI_output.tsv
NZ_CM149567.1	CFPICI	003	3264	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM149567.1_CFPICI_output.tsv
NZ_CM149567.1	PICI	003	2037	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM149567.1_PICI_output.tsv
NZ_CM149574.1	PICI	003	2043	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM149574.1_PICI_output.tsv
NZ_CM149575.1	CFPICI	003	3257	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/CFPICI/NZ_CM149575.1_CFPICI_output.tsv
NZ_CM149577.1	PICI	003	2043	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM149577.1_PICI_output.tsv
NZ_CM149601.1	PICI	003	2043	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM149601.1_PICI_output.tsv
NZ_CM149693.1	PICI	003	2044	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM149693.1_PICI_output.tsv
NZ_CM149861.1	PICI	003	2019	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM149861.1_PICI_output.tsv
NZ_CM149867.1	PICI	003	2012	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM149867.1_PICI_output.tsv
NZ_CM149991.1	PICI	003	2055	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/PICI/NZ_CM149991.1_PICI_output.tsv
NZ_CP022290.1	CFPICI	004	2732	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP022290.1_CFPICI_output.tsv
NZ_CP022291.1	CFPICI	004	2377	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP022291.1_CFPICI_output.tsv
NZ_CP027352.1	CFPICI	004	14676	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP027352.1_CFPICI_output.tsv
NZ_CP027352.1	PICI	004	20406	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP027352.1_PICI_output.tsv
NZ_CP027380.1	CFPICI	004	16047	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP027380.1_CFPICI_output.tsv
NZ_CP027380.1	PICI	004	2511	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP027380.1_PICI_output.tsv
NZ_CP027390.1	CFPICI	004	14400	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP027390.1_CFPICI_output.tsv
NZ_CP027390.1	PICI	004	22821	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP027390.1_PICI_output.tsv
NZ_CP027442.1	CFPICI	004	19945	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP027442.1_CFPICI_output.tsv
NZ_CP027442.1	PICI	004	15828	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP027442.1_PICI_output.tsv
NZ_CP027472.1	CFPICI	004	17205	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP027472.1_CFPICI_output.tsv
NZ_CP027472.1	PICI	004	12025	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP027472.1_PICI_output.tsv
NZ_CP027573.1	CFPICI	004	11500	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP027573.1_CFPICI_output.tsv
NZ_CP027573.1	PICI	004	7582	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP027573.1_PICI_output.tsv
NZ_CP029242.1	PICI	004	2055	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP029242.1_PICI_output.tsv
NZ_CP030152.1	PICI	004	1844	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP030152.1_PICI_output.tsv
NZ_CP042588.1	PICI	004	2001	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP042588.1_PICI_output.tsv
NZ_CP049852.1	CFPICI	004	5945	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP049852.1_CFPICI_output.tsv
NZ_CP049852.1	PICI	004	3149	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP049852.1_PICI_output.tsv
NZ_CP054169.1	CFPICI	004	3193	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP054169.1_CFPICI_output.tsv
NZ_CP058897.1	CFPICI	004	5945	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP058897.1_CFPICI_output.tsv
NZ_CP058897.1	PICI	004	3133	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP058897.1_PICI_output.tsv
NZ_CP058917.1	CFPICI	004	3050	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP058917.1_CFPICI_output.tsv
NZ_CP058922.1	CFPICI	004	3050	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP058922.1_CFPICI_output.tsv
NZ_CP059332.1	CFPICI	004	5945	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP059332.1_CFPICI_output.tsv
NZ_CP059332.1	PICI	004	3160	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP059332.1_PICI_output.tsv
NZ_CP059339.1	CFPICI	004	5945	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP059339.1_CFPICI_output.tsv
NZ_CP059339.1	PICI	004	3149	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP059339.1_PICI_output.tsv
NZ_CP073924.1	PICI	004	2055	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP073924.1_PICI_output.tsv
NZ_CP073984.1	CFPICI	004	6562	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP073984.1_CFPICI_output.tsv
NZ_CP074019.1	CFPICI	004	3274	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP074019.1_CFPICI_output.tsv
NZ_CP074019.1	PICI	004	2035	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP074019.1_PICI_output.tsv
NZ_CP074028.1	PICI	004	6697	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP074028.1_PICI_output.tsv
NZ_CP074042.1	PICI	004	1990	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP074042.1_PICI_output.tsv
NZ_CP075852.1	CFPICI	004	6564	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP075852.1_CFPICI_output.tsv
NZ_CP075852.1	PICI	004	3819	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP075852.1_PICI_output.tsv
NZ_CP076272.1	CFPICI	004	2996	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP076272.1_CFPICI_output.tsv
NZ_CP076272.1	PICI	004	7114	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP076272.1_PICI_output.tsv
NZ_CP077649.1	PICI	004	2019	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP077649.1_PICI_output.tsv
NZ_CP078137.1	CFPICI	004	3249	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP078137.1_CFPICI_output.tsv
NZ_CP078137.1	PICI	004	2019	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP078137.1_PICI_output.tsv
NZ_CP079735.1	PICI	004	4118	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP079735.1_PICI_output.tsv
NZ_CP079736.1	PICI	004	4118	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP079736.1_PICI_output.tsv
NZ_CP080253.1	PICI	004	6449	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP080253.1_PICI_output.tsv
NZ_CP082100.1	CFPICI	004	2924	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP082100.1_CFPICI_output.tsv
NZ_CP082100.1	PICI	004	1869	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP082100.1_PICI_output.tsv
NZ_CP097198.1	PICI	004	2004	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP097198.1_PICI_output.tsv
NZ_CP097213.1	CFPICI	004	3228	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP097213.1_CFPICI_output.tsv
NZ_CP097213.1	PICI	004	2055	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP097213.1_PICI_output.tsv
NZ_CP098838.1	PICI	004	2052	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP098838.1_PICI_output.tsv
NZ_CP098841.1	CFPICI	004	3283	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/CFPICI/NZ_CP098841.1_CFPICI_output.tsv
NZ_CP098841.1	PICI	004	1991	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP098841.1_PICI_output.tsv
NZ_CP098854.1	PICI	004	2052	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP098854.1_PICI_output.tsv
