batch	family	accession	region_name	region_number	core_start	core_end	strand	n_orfs	n_core_orfs	genome_fasta	output_fasta	status	source_tsv
005	CFPICI	NZ_CP169008.1	CFPICI REGION 3 - NZ_CP169008.1	3	4997461	5005645	-1	19	9	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/005/NZ_CP169008.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/CFPICI/NZ_CP169008.1_R3_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP169008.1_CFPICI_output.tsv
005	CFPICI	NZ_CP169008.1	CFPICI REGION 4 - NZ_CP169008.1	4	2516239	2524596	1	18	8	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/005/NZ_CP169008.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/CFPICI/NZ_CP169008.1_R4_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP169008.1_CFPICI_output.tsv
005	CFPICI	NZ_CP169008.1	CFPICI REGION 5 - NZ_CP169008.1	5	4604058	4612414	-1	19	9	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/005/NZ_CP169008.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/CFPICI/NZ_CP169008.1_R5_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP169008.1_CFPICI_output.tsv
005	CFPICI	NZ_CP170328.1	CFPICI REGION 1 - NZ_CP170328.1	1	1474552	1481228	-1	18	8	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/005/NZ_CP170328.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/CFPICI/NZ_CP170328.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP170328.1_CFPICI_output.tsv
005	CFPICI	NZ_CP171883.1	CFPICI REGION 1 - NZ_CP171883.1	1	1180524	1187448	1	20	10	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/005/NZ_CP171883.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/CFPICI/NZ_CP171883.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP171883.1_CFPICI_output.tsv
005	CFPICI	NZ_CP172108.1	CFPICI REGION 1 - NZ_CP172108.1	1	460401	465537	1	18	8	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/005/NZ_CP172108.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/CFPICI/NZ_CP172108.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP172108.1_CFPICI_output.tsv
005	CFPICI	NZ_CP172108.1	CFPICI REGION 2 - NZ_CP172108.1	2	3807370	3812510	-1	18	8	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/005/NZ_CP172108.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/CFPICI/NZ_CP172108.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP172108.1_CFPICI_output.tsv
005	CFPICI	NZ_CP172108.1	CFPICI REGION 3 - NZ_CP172108.1	3	3630381	3637783	-1	20	10	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/005/NZ_CP172108.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/CFPICI/NZ_CP172108.1_R3_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP172108.1_CFPICI_output.tsv
005	CFPICI	NZ_CP189657.1	CFPICI REGION 1 - NZ_CP189657.1	1	1945754	1952719	1	20	10	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/005/NZ_CP189657.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/CFPICI/NZ_CP189657.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP189657.1_CFPICI_output.tsv
005	CFPICI	NZ_CP196412.1	CFPICI REGION 1 - NZ_CP196412.1	1	3782324	3789290	-1	20	10	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/005/NZ_CP196412.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/CFPICI/NZ_CP196412.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP196412.1_CFPICI_output.tsv
005	CFPICI	NZ_CP200247.1	CFPICI REGION 1 - NZ_CP200247.1	1	1531688	1538653	-1	20	10	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/005/NZ_CP200247.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/CFPICI/NZ_CP200247.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/CFPICI/NZ_CP200247.1_CFPICI_output.tsv
009	CFPICI	NZ_OGTW02000045.1	CFPICI REGION 1 - NZ_OGTW02000045.1	1	8969	16239	1	20	10	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/009/NZ_OGTW02000045.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/CFPICI/NZ_OGTW02000045.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/009/RESULTS/CFPICI/NZ_OGTW02000045.1_CFPICI_output.tsv
009	CFPICI	NZ_OGTW02000046.1	CFPICI REGION 1 - NZ_OGTW02000046.1	1	10133	17221	1	19	9	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/009/NZ_OGTW02000046.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/CFPICI/NZ_OGTW02000046.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/009/RESULTS/CFPICI/NZ_OGTW02000046.1_CFPICI_output.tsv
001	EPIP	AP043817.1	EPIP REGION 1 - AP043817.1	1	1472591	1482628	-1	24	14	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/AP043817.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/EPIP/AP043817.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/EPIP/AP043817.1_EPIP_output.tsv
009	EPIP	machiense_contig_7	EPIP REGION 1 - machiense_contig_7	1	639140	650122	mixed	25	15	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/009/machiense_contig_7.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/EPIP/machiense_contig_7_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/009/RESULTS/EPIP/machiense_contig_7_EPIP_output.tsv
009	MFMR	PV944735.1	MFMR REGION 1 - PV944735.1	1	594	12749	1	9	7	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/009/PV944735.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/MFMR/PV944735.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/009/RESULTS/MFMR/PV944735.1_MFMR_output.tsv
003	P4	NZ_AP044770.1	P4 REGION 1 - NZ_AP044770.1	1	50249	58292	mixed	21	11	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_AP044770.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_AP044770.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/P4/NZ_AP044770.1_P4_output.tsv
003	P4	NZ_CM128588.1	P4 REGION 1 - NZ_CM128588.1	1	2363631	2369785	mixed	19	9	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128588.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CM128588.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/P4/NZ_CM128588.1_P4_output.tsv
003	P4	NZ_CM128594.1	P4 REGION 1 - NZ_CM128594.1	1	4304400	4317406	mixed	25	15	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128594.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CM128594.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/P4/NZ_CM128594.1_P4_output.tsv
003	P4	NZ_CM128595.1	P4 REGION 1 - NZ_CM128595.1	1	2014547	2022790	mixed	21	11	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128595.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CM128595.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/P4/NZ_CM128595.1_P4_output.tsv
003	P4	NZ_CM128596.1	P4 REGION 1 - NZ_CM128596.1	1	4305915	4318921	mixed	25	15	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM128596.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CM128596.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/P4/NZ_CM128596.1_P4_output.tsv
003	P4	NZ_CM135133.1	P4 REGION 1 - NZ_CM135133.1	1	3562986	3570841	mixed	21	11	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM135133.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CM135133.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/P4/NZ_CM135133.1_P4_output.tsv
003	P4	NZ_CM148319.1	P4 REGION 1 - NZ_CM148319.1	1	3737528	3745848	mixed	21	11	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/003/NZ_CM148319.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CM148319.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/003/RESULTS/P4/NZ_CM148319.1_P4_output.tsv
004	P4	NZ_CP027352.1	P4 REGION 1 - NZ_CP027352.1	1	3730247	3741231	mixed	24	14	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP027352.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP027352.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP027352.1_P4_output.tsv
004	P4	NZ_CP027390.1	P4 REGION 1 - NZ_CP027390.1	1	3905859	3916843	mixed	24	14	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP027390.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP027390.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP027390.1_P4_output.tsv
004	P4	NZ_CP029242.1	P4 REGION 1 - NZ_CP029242.1	1	3751025	3759345	mixed	21	11	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP029242.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP029242.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP029242.1_P4_output.tsv
004	P4	NZ_CP101292.1	P4 REGION 1 - NZ_CP101292.1	1	50524	61508	mixed	24	14	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP101292.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP101292.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP101292.1_P4_output.tsv
004	P4	NZ_CP101513.1	P4 REGION 1 - NZ_CP101513.1	1	50256	58557	mixed	21	11	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP101513.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP101513.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP101513.1_P4_output.tsv
004	P4	NZ_CP125889.1	P4 REGION 1 - NZ_CP125889.1	1	1753362	1766523	mixed	23	13	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP125889.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP125889.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP125889.1_P4_output.tsv
004	P4	NZ_CP132061.1	P4 REGION 1 - NZ_CP132061.1	1	3983210	3995447	mixed	24	14	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP132061.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP132061.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP132061.1_P4_output.tsv
004	P4	NZ_CP134353.1	P4 REGION 1 - NZ_CP134353.1	1	4061304	4072336	mixed	25	15	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP134353.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP134353.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP134353.1_P4_output.tsv
004	P4	NZ_CP134376.1	P4 REGION 1 - NZ_CP134376.1	1	50429	56951	mixed	21	11	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP134376.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP134376.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP134376.1_P4_output.tsv
004	P4	NZ_CP146019.1	P4 REGION 1 - NZ_CP146019.1	1	50458	58908	mixed	20	10	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP146019.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP146019.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP146019.1_P4_output.tsv
004	P4	NZ_CP148349.1	P4 REGION 1 - NZ_CP148349.1	1	2867869	2878474	mixed	23	13	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP148349.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP148349.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP148349.1_P4_output.tsv
004	P4	NZ_CP148357.1	P4 REGION 1 - NZ_CP148357.1	1	265580	273658	mixed	22	12	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP148357.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP148357.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP148357.1_P4_output.tsv
004	P4	NZ_CP150019.1	P4 REGION 1 - NZ_CP150019.1	1	50218	58261	mixed	21	11	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP150019.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP150019.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP150019.1_P4_output.tsv
005	P4	NZ_CP168981.1	P4 REGION 1 - NZ_CP168981.1	1	51734	62718	mixed	24	14	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/005/NZ_CP168981.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP168981.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/P4/NZ_CP168981.1_P4_output.tsv
005	P4	NZ_CP169003.1	P4 REGION 1 - NZ_CP169003.1	1	50455	61439	mixed	24	14	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/005/NZ_CP169003.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP169003.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/P4/NZ_CP169003.1_P4_output.tsv
001	PICI	AP017922.1	PICI REGION 1 - AP017922.1	1	1263726	1274546	mixed	33	23	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/AP017922.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/AP017922.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/AP017922.1_PICI_output.tsv
001	PICI	AP018499.1	PICI REGION 1 - AP018499.1	1	839376	852054	mixed	30	20	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/AP018499.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/AP018499.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/AP018499.1_PICI_output.tsv
001	PICI	AP018499.1	PICI REGION 2 - AP018499.1	2	612505	622090	mixed	28	18	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/AP018499.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/AP018499.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/AP018499.1_PICI_output.tsv
001	PICI	AP040133.1	PICI REGION 1 - AP040133.1	1	382674	391104	mixed	22	12	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/AP040133.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/AP040133.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/AP040133.1_PICI_output.tsv
001	PICI	AP040133.1	PICI REGION 2 - AP040133.1	2	837401	848729	mixed	29	19	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/AP040133.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/AP040133.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/AP040133.1_PICI_output.tsv
001	PICI	AP040133.1	PICI REGION 3 - AP040133.1	3	2147042	2158727	mixed	29	19	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/AP040133.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/AP040133.1_R3_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/AP040133.1_PICI_output.tsv
001	PICI	AP040133.1	PICI REGION 4 - AP040133.1	4	2133589	2148010	mixed	22	12	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/AP040133.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/AP040133.1_R4_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/AP040133.1_PICI_output.tsv
001	PICI	BAAHSV010000001.1	PICI REGION 1 - BAAHSV010000001.1	1	534582	546926	mixed	28	18	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/BAAHSV010000001.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHSV010000001.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHSV010000001.1_PICI_output.tsv
001	PICI	BAAHSY010000001.1	PICI REGION 1 - BAAHSY010000001.1	1	278486	290830	mixed	28	18	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/BAAHSY010000001.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHSY010000001.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHSY010000001.1_PICI_output.tsv
001	PICI	BAAHSZ010000001.1	PICI REGION 1 - BAAHSZ010000001.1	1	95551	103981	mixed	22	12	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/BAAHSZ010000001.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHSZ010000001.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHSZ010000001.1_PICI_output.tsv
001	PICI	BAAHTL010000001.1	PICI REGION 1 - BAAHTL010000001.1	1	95630	104060	mixed	22	12	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/BAAHTL010000001.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTL010000001.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTL010000001.1_PICI_output.tsv
001	PICI	BAAHTM010000001.1	PICI REGION 1 - BAAHTM010000001.1	1	91904	100334	mixed	22	12	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/BAAHTM010000001.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTM010000001.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTM010000001.1_PICI_output.tsv
001	PICI	BAAHTN010000001.1	PICI REGION 1 - BAAHTN010000001.1	1	561734	574078	mixed	28	18	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/BAAHTN010000001.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTN010000001.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTN010000001.1_PICI_output.tsv
001	PICI	BAAHTR010000001.1	PICI REGION 1 - BAAHTR010000001.1	1	95545	103975	mixed	22	12	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/BAAHTR010000001.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTR010000001.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTR010000001.1_PICI_output.tsv
001	PICI	BAAHTS010000002.1	PICI REGION 1 - BAAHTS010000002.1	1	258387	266817	mixed	22	12	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/BAAHTS010000002.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTS010000002.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTS010000002.1_PICI_output.tsv
001	PICI	BAAHTT010000002.1	PICI REGION 1 - BAAHTT010000002.1	1	326951	335381	mixed	22	12	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/BAAHTT010000002.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTT010000002.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTT010000002.1_PICI_output.tsv
001	PICI	BAAHTU010000006.1	PICI REGION 1 - BAAHTU010000006.1	1	90994	96839	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/BAAHTU010000006.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTU010000006.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTU010000006.1_PICI_output.tsv
001	PICI	BAAHTU010000006.1	PICI REGION 2 - BAAHTU010000006.1	2	95025	106940	mixed	29	19	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/BAAHTU010000006.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTU010000006.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTU010000006.1_PICI_output.tsv
001	PICI	BAAHTV010000001.1	PICI REGION 1 - BAAHTV010000001.1	1	90994	96839	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/BAAHTV010000001.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTV010000001.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTV010000001.1_PICI_output.tsv
001	PICI	BAAHTV010000001.1	PICI REGION 2 - BAAHTV010000001.1	2	95025	106940	mixed	29	19	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/001/BAAHTV010000001.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTV010000001.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTV010000001.1_PICI_output.tsv
