family	accession	region	core_start	core_end	core_len_bp	n_core_orfs	had_blastn_support	query_length	supported_bp	core_region_family_coverage	core_region_family_coverage_percent	coverage_bin	family_supported_weighted_identity	family_supported_weighted_identity_percent	top_reference	top_reference_query_fraction	top_reference_query_fraction_percent	top_reference_weighted_identity	n_references_hit	n_hsps_total	query_id	output_fasta	source_tsv
P4	NZ_CP132061.1	R1	3983210	3995447	12238	14	1	12238	8732	0.7135	71.35%	50-75%	96.317	96.32%	NC_001609.1	0.7135	71.35%	96.317	1	4	NZ_CP132061.1|P4|R1|core|batch=004|record=NZ_CP132061.1_Escherichia_coli_strain_QML220614_chromosome__complete_genome|start=3983210|end=3995447|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP132061.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP132061.1_P4_output.tsv
P4	NZ_CP134353.1	R1	4061304	4072336	11033	15	1	11033	11033	1.0	100.00%	75-100%	98.05	98.05%	NC_001609.1	1.0	100.00%	98.05	1	5	NZ_CP134353.1|P4|R1|core|batch=004|record=NZ_CP134353.1_Escherichia_coli_strain_TUM17668_chromosome__complete_genome|start=4061304|end=4072336|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP134353.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP134353.1_P4_output.tsv
P4	NZ_CP134376.1	R1	50429	56951	6523	11	1	6523	3139	0.4812	48.12%	25-50%	98.503	98.50%	NC_001609.1	0.4812	48.12%	98.503	1	3	NZ_CP134376.1|P4|R1|core|batch=004|record=NZ_CP134376.1_Escherichia_coli_strain_TUM12355_chromosome__complete_genome|start=50429|end=56951|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP134376.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP134376.1_P4_output.tsv
P4	NZ_CP146019.1	R1	50458	58908	8451	10	1	8451	4057	0.4801	48.01%	25-50%	97.265	97.27%	NC_001609.1	0.4801	48.01%	97.265	1	2	NZ_CP146019.1|P4|R1|core|batch=004|record=NZ_CP146019.1_Escherichia_coli_strain_ECO8855_chromosome__complete_genome|start=50458|end=58908|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP146019.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP146019.1_P4_output.tsv
P4	NZ_CP148349.1	R1	2867869	2878474	10606	13	1	10606	8738	0.8239	82.39%	75-100%	96.575	96.58%	NC_001609.1	0.8239	82.39%	96.575	1	4	NZ_CP148349.1|P4|R1|core|batch=004|record=NZ_CP148349.1_Escherichia_coli_strain_Z1323HEC0399_chromosome__complete_genome|start=2867869|end=2878474|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP148349.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP148349.1_P4_output.tsv
P4	NZ_CP148357.1	R1	265580	273658	8079	12	1	8079	4641	0.5745	57.45%	50-75%	98.168	98.17%	NC_001609.1	0.5745	57.45%	98.168	1	1	NZ_CP148357.1|P4|R1|core|batch=004|record=NZ_CP148357.1_Escherichia_coli_strain_Z1323HEC0393_chromosome__complete_genome|start=265580|end=273658|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP148357.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP148357.1_P4_output.tsv
P4	NZ_CP150019.1	R1	50218	58261	8044	11	1	8044	4640	0.5768	57.68%	50-75%	98.772	98.77%	NC_001609.1	0.5768	57.68%	98.772	1	1	NZ_CP150019.1|P4|R1|core|batch=004|record=NZ_CP150019.1_Escherichia_coli_strain_2024CK-00188_chromosome__complete_genome|start=50218|end=58261|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP150019.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/P4/NZ_CP150019.1_P4_output.tsv
P4	NZ_CP168981.1	R1	51734	62718	10985	14	1	10985	4652	0.4235	42.35%	25-50%	98.067	98.07%	NC_001609.1	0.4235	42.35%	98.067	1	2	NZ_CP168981.1|P4|R1|core|batch=005|record=NZ_CP168981.1_Escherichia_coli_strain_UTAK-12_chromosome__complete_genome|start=51734|end=62718|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP168981.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/P4/NZ_CP168981.1_P4_output.tsv
P4	NZ_CP169003.1	R1	50455	61439	10985	14	1	10985	4652	0.4235	42.35%	25-50%	98.067	98.07%	NC_001609.1	0.4235	42.35%	98.067	1	2	NZ_CP169003.1|P4|R1|core|batch=005|record=NZ_CP169003.1_Escherichia_coli_strain_UTAK-23_chromosome__complete_genome|start=50455|end=61439|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/P4/NZ_CP169003.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/005/RESULTS/P4/NZ_CP169003.1_P4_output.tsv
PICI	AP017922.1	R1	1263726	1274546	10821	23	0	10821	0	0.0	0.00%	0%							0	0		/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/AP017922.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/AP017922.1_PICI_output.tsv
PICI	AP018499.1	R1	839376	852054	12679	20	1	12679	10565	0.8333	83.33%	75-100%	91.257	91.26%	CP000425.1_2115981_2128907	0.7393	73.93%	98.806	9	48	AP018499.1|PICI|R1|core|batch=001|record=AP018499.1_Lactococcus_lactis_subsp._cremoris_C4_DNA__complete_genome|start=839376|end=852054|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/AP018499.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/AP018499.1_PICI_output.tsv
PICI	AP018499.1	R2	612505	622090	9586	18	1	9586	7337	0.7654	76.54%	75-100%	88.215	88.22%	CP000425.1_2115981_2128907	0.5914	59.14%	85.301	8	48	AP018499.1|PICI|R2|core|batch=001|record=AP018499.1_Lactococcus_lactis_subsp._cremoris_C4_DNA__complete_genome|start=612505|end=622090|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/AP018499.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/AP018499.1_PICI_output.tsv
PICI	AP040133.1	R1	382674	391104	8431	12	1	8431	445	0.0528	5.28%	>0-10%	75.947	75.95%	SDLZ01000003.1_23159_39035	0.0528	5.28%	75.947	1	2	AP040133.1|PICI|R1|core|batch=001|record=AP040133.1_Staphylococcus_aureus_KAM440_DNA__complete_genome|start=382674|end=391104|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/AP040133.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/AP040133.1_PICI_output.tsv
PICI	AP040133.1	R2	837401	848729	11329	19	1	11329	2414	0.2131	21.31%	10-25%	96.119	96.12%	CP000255.1_881837_895809	0.1962	19.62%	98.606	2	3	AP040133.1|PICI|R2|core|batch=001|record=AP040133.1_Staphylococcus_aureus_KAM440_DNA__complete_genome|start=837401|end=848729|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/AP040133.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/AP040133.1_PICI_output.tsv
PICI	AP040133.1	R3	2147042	2158727	11686	19	1	11686	2126	0.1819	18.19%	10-25%	90.938	90.94%	CP000255.1_881837_895809	0.1617	16.17%	93.572	2	4	AP040133.1|PICI|R3|core|batch=001|record=AP040133.1_Staphylococcus_aureus_KAM440_DNA__complete_genome|start=2147042|end=2158727|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/AP040133.1_R3_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/AP040133.1_PICI_output.tsv
PICI	AP040133.1	R4	2133589	2148010	14422	12	1	14422	1867	0.1295	12.95%	10-25%	93.155	93.16%	CP000255.1_881837_895809	0.1295	12.95%	93.155	1	2	AP040133.1|PICI|R4|core|batch=001|record=AP040133.1_Staphylococcus_aureus_KAM440_DNA__complete_genome|start=2133589|end=2148010|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/AP040133.1_R4_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/AP040133.1_PICI_output.tsv
PICI	BAAHSV010000001.1	R1	534582	546926	12345	18	1	12345	12345	1.0	100.00%	75-100%	97.227	97.23%	CP000255.1_881837_895809	1.0	100.00%	98.555	2	4	BAAHSV010000001.1|PICI|R1|core|batch=001|record=BAAHSV010000001.1_Staphylococcus_aureus_JMUB7470_DNA__sequence001__whole_genome_shotgun_sequence|start=534582|end=546926|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHSV010000001.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHSV010000001.1_PICI_output.tsv
PICI	BAAHSY010000001.1	R1	278486	290830	12345	18	1	12345	12345	1.0	100.00%	75-100%	97.227	97.23%	CP000255.1_881837_895809	1.0	100.00%	98.555	2	4	BAAHSY010000001.1|PICI|R1|core|batch=001|record=BAAHSY010000001.1_Staphylococcus_aureus_JMUB7473_DNA__sequence001__whole_genome_shotgun_sequence|start=278486|end=290830|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHSY010000001.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHSY010000001.1_PICI_output.tsv
PICI	BAAHSZ010000001.1	R1	95551	103981	8431	12	1	8431	445	0.0528	5.28%	>0-10%	75.947	75.95%	SDLZ01000003.1_23159_39035	0.0528	5.28%	75.947	1	2	BAAHSZ010000001.1|PICI|R1|core|batch=001|record=BAAHSZ010000001.1_Staphylococcus_aureus_JMUB7474_DNA__sequence001__whole_genome_shotgun_sequence|start=95551|end=103981|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHSZ010000001.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHSZ010000001.1_PICI_output.tsv
PICI	BAAHTL010000001.1	R1	95630	104060	8431	12	1	8431	445	0.0528	5.28%	>0-10%	75.947	75.95%	SDLZ01000003.1_23159_39035	0.0528	5.28%	75.947	1	2	BAAHTL010000001.1|PICI|R1|core|batch=001|record=BAAHTL010000001.1_Staphylococcus_aureus_JMUB7486_DNA__sequence001__whole_genome_shotgun_sequence|start=95630|end=104060|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTL010000001.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTL010000001.1_PICI_output.tsv
PICI	BAAHTM010000001.1	R1	91904	100334	8431	12	1	8431	445	0.0528	5.28%	>0-10%	75.947	75.95%	SDLZ01000003.1_23159_39035	0.0528	5.28%	75.947	1	2	BAAHTM010000001.1|PICI|R1|core|batch=001|record=BAAHTM010000001.1_Staphylococcus_aureus_JMUB7487_DNA__sequence001__whole_genome_shotgun_sequence|start=91904|end=100334|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTM010000001.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTM010000001.1_PICI_output.tsv
PICI	BAAHTN010000001.1	R1	561734	574078	12345	18	1	12345	12345	1.0	100.00%	75-100%	97.213	97.21%	CP000255.1_881837_895809	1.0	100.00%	98.54	2	4	BAAHTN010000001.1|PICI|R1|core|batch=001|record=BAAHTN010000001.1_Staphylococcus_aureus_JMUB7488_DNA__sequence001__whole_genome_shotgun_sequence|start=561734|end=574078|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTN010000001.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTN010000001.1_PICI_output.tsv
PICI	BAAHTR010000001.1	R1	95545	103975	8431	12	1	8431	445	0.0528	5.28%	>0-10%	75.947	75.95%	SDLZ01000003.1_23159_39035	0.0528	5.28%	75.947	1	2	BAAHTR010000001.1|PICI|R1|core|batch=001|record=BAAHTR010000001.1_Staphylococcus_aureus_JMUB7492_DNA__sequence001__whole_genome_shotgun_sequence|start=95545|end=103975|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTR010000001.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTR010000001.1_PICI_output.tsv
PICI	BAAHTS010000002.1	R1	258387	266817	8431	12	1	8431	445	0.0528	5.28%	>0-10%	75.947	75.95%	SDLZ01000003.1_23159_39035	0.0528	5.28%	75.947	1	2	BAAHTS010000002.1|PICI|R1|core|batch=001|record=BAAHTS010000002.1_Staphylococcus_aureus_JMUB7493_DNA__sequence002__whole_genome_shotgun_sequence|start=258387|end=266817|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTS010000002.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTS010000002.1_PICI_output.tsv
PICI	BAAHTT010000002.1	R1	326951	335381	8431	12	1	8431	445	0.0528	5.28%	>0-10%	75.947	75.95%	SDLZ01000003.1_23159_39035	0.0528	5.28%	75.947	1	2	BAAHTT010000002.1|PICI|R1|core|batch=001|record=BAAHTT010000002.1_Staphylococcus_aureus_JMUB7494_DNA__sequence002__whole_genome_shotgun_sequence|start=326951|end=335381|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTT010000002.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTT010000002.1_PICI_output.tsv
PICI	BAAHTU010000006.1	R1	90994	96839	5846	6	1	5846	2378	0.4068	40.68%	25-50%	92.363	92.36%	CP000255.1_881837_895809	0.2971	29.71%	98.217	2	5	BAAHTU010000006.1|PICI|R1|core|batch=001|record=BAAHTU010000006.1_Staphylococcus_aureus_JMUB7495_DNA__sequence006__whole_genome_shotgun_sequence|start=90994|end=96839|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTU010000006.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTU010000006.1_PICI_output.tsv
PICI	BAAHTU010000006.1	R2	95025	106940	11916	19	1	11916	3744	0.3142	31.42%	25-50%	89.998	90.00%	CP000255.1_881837_895809	0.1829	18.29%	93.687	2	6	BAAHTU010000006.1|PICI|R2|core|batch=001|record=BAAHTU010000006.1_Staphylococcus_aureus_JMUB7495_DNA__sequence006__whole_genome_shotgun_sequence|start=95025|end=106940|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTU010000006.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTU010000006.1_PICI_output.tsv
PICI	BAAHTV010000001.1	R1	90994	96839	5846	6	1	5846	2378	0.4068	40.68%	25-50%	92.363	92.36%	CP000255.1_881837_895809	0.2971	29.71%	98.217	2	5	BAAHTV010000001.1|PICI|R1|core|batch=001|record=BAAHTV010000001.1_Staphylococcus_aureus_JMUB7496_DNA__sequence001__whole_genome_shotgun_sequence|start=90994|end=96839|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTV010000001.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTV010000001.1_PICI_output.tsv
PICI	BAAHTV010000001.1	R2	95025	106940	11916	19	1	11916	3744	0.3142	31.42%	25-50%	89.998	90.00%	CP000255.1_881837_895809	0.1829	18.29%	93.687	2	6	BAAHTV010000001.1|PICI|R2|core|batch=001|record=BAAHTV010000001.1_Staphylococcus_aureus_JMUB7496_DNA__sequence001__whole_genome_shotgun_sequence|start=95025|end=106940|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTV010000001.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTV010000001.1_PICI_output.tsv
PICI	BAAHTW010000002.1	R1	90994	96839	5846	6	1	5846	2378	0.4068	40.68%	25-50%	92.363	92.36%	CP000255.1_881837_895809	0.2971	29.71%	98.217	2	5	BAAHTW010000002.1|PICI|R1|core|batch=001|record=BAAHTW010000002.1_Staphylococcus_aureus_JMUB7497_DNA__sequence002__whole_genome_shotgun_sequence|start=90994|end=96839|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTW010000002.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTW010000002.1_PICI_output.tsv
PICI	BAAHTW010000002.1	R2	95025	106940	11916	19	1	11916	3744	0.3142	31.42%	25-50%	89.998	90.00%	CP000255.1_881837_895809	0.1829	18.29%	93.687	2	6	BAAHTW010000002.1|PICI|R2|core|batch=001|record=BAAHTW010000002.1_Staphylococcus_aureus_JMUB7497_DNA__sequence002__whole_genome_shotgun_sequence|start=95025|end=106940|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTW010000002.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTW010000002.1_PICI_output.tsv
PICI	BAAHTX010000005.1	R1	108832	114677	5846	6	1	5846	2378	0.4068	40.68%	25-50%	92.323	92.32%	CP000255.1_881837_895809	0.2971	29.71%	98.159	2	5	BAAHTX010000005.1|PICI|R1|core|batch=001|record=BAAHTX010000005.1_Staphylococcus_aureus_JMUB7498_DNA__sequence005__whole_genome_shotgun_sequence|start=108832|end=114677|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTX010000005.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTX010000005.1_PICI_output.tsv
PICI	BAAHTX010000005.1	R2	98731	110646	11916	19	1	11916	3744	0.3142	31.42%	25-50%	89.971	89.97%	CP000255.1_881837_895809	0.1829	18.29%	93.641	2	6	BAAHTX010000005.1|PICI|R2|core|batch=001|record=BAAHTX010000005.1_Staphylococcus_aureus_JMUB7498_DNA__sequence005__whole_genome_shotgun_sequence|start=98731|end=110646|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTX010000005.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTX010000005.1_PICI_output.tsv
PICI	BAAHTY010000005.1	R1	108825	114670	5846	6	1	5846	2378	0.4068	40.68%	25-50%	92.323	92.32%	CP000255.1_881837_895809	0.2971	29.71%	98.159	2	5	BAAHTY010000005.1|PICI|R1|core|batch=001|record=BAAHTY010000005.1_Staphylococcus_aureus_JMUB7499_DNA__sequence005__whole_genome_shotgun_sequence|start=108825|end=114670|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTY010000005.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTY010000005.1_PICI_output.tsv
PICI	BAAHTY010000005.1	R2	98724	110639	11916	19	1	11916	3744	0.3142	31.42%	25-50%	89.971	89.97%	CP000255.1_881837_895809	0.1829	18.29%	93.641	2	6	BAAHTY010000005.1|PICI|R2|core|batch=001|record=BAAHTY010000005.1_Staphylococcus_aureus_JMUB7499_DNA__sequence005__whole_genome_shotgun_sequence|start=98724|end=110639|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHTY010000005.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHTY010000005.1_PICI_output.tsv
PICI	BAAHUE010000001.1	R1	91340	97145	5806	9	1	5806	2474	0.4261	42.61%	25-50%	90.593	90.59%	CP000255.1_881837_895809	0.285	28.50%	98.069	2	6	BAAHUE010000001.1|PICI|R1|core|batch=001|record=BAAHUE010000001.1_Staphylococcus_aureus_JMUB7505_DNA__sequence001__whole_genome_shotgun_sequence|start=91340|end=97145|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHUE010000001.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHUE010000001.1_PICI_output.tsv
PICI	BAAHUE010000001.1	R2	95331	107171	11841	18	1	11841	3945	0.3332	33.32%	25-50%	88.693	88.69%	CP000255.1_881837_895809	0.1841	18.41%	93.373	2	6	BAAHUE010000001.1|PICI|R2|core|batch=001|record=BAAHUE010000001.1_Staphylococcus_aureus_JMUB7505_DNA__sequence001__whole_genome_shotgun_sequence|start=95331|end=107171|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHUE010000001.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHUE010000001.1_PICI_output.tsv
PICI	BAAHUX010000007.1	R1	106605	112450	5846	6	1	5846	2378	0.4068	40.68%	25-50%	92.363	92.36%	CP000255.1_881837_895809	0.2971	29.71%	98.217	2	5	BAAHUX010000007.1|PICI|R1|core|batch=001|record=BAAHUX010000007.1_Staphylococcus_aureus_JMUB7524_DNA__sequence007__whole_genome_shotgun_sequence|start=106605|end=112450|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHUX010000007.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHUX010000007.1_PICI_output.tsv
PICI	BAAHUX010000007.1	R2	96504	108419	11916	19	1	11916	3744	0.3142	31.42%	25-50%	89.998	90.00%	CP000255.1_881837_895809	0.1829	18.29%	93.687	2	6	BAAHUX010000007.1|PICI|R2|core|batch=001|record=BAAHUX010000007.1_Staphylococcus_aureus_JMUB7524_DNA__sequence007__whole_genome_shotgun_sequence|start=96504|end=108419|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHUX010000007.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHUX010000007.1_PICI_output.tsv
PICI	BAAHVB010000006.1	R1	36173	42018	5846	6	1	5846	2378	0.4068	40.68%	25-50%	92.363	92.36%	CP000255.1_881837_895809	0.2971	29.71%	98.217	2	5	BAAHVB010000006.1|PICI|R1|core|batch=001|record=BAAHVB010000006.1_Staphylococcus_aureus_JMUB7528_DNA__sequence006__whole_genome_shotgun_sequence|start=36173|end=42018|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHVB010000006.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHVB010000006.1_PICI_output.tsv
PICI	BAAHVB010000006.1	R2	40204	52119	11916	19	1	11916	3744	0.3142	31.42%	25-50%	89.998	90.00%	CP000255.1_881837_895809	0.1829	18.29%	93.687	2	6	BAAHVB010000006.1|PICI|R2|core|batch=001|record=BAAHVB010000006.1_Staphylococcus_aureus_JMUB7528_DNA__sequence006__whole_genome_shotgun_sequence|start=40204|end=52119|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHVB010000006.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHVB010000006.1_PICI_output.tsv
PICI	BAAHVC010000001.1	R1	163951	176295	12345	18	1	12345	12345	1.0	100.00%	75-100%	97.22	97.22%	CP000255.1_881837_895809	1.0	100.00%	98.547	2	4	BAAHVC010000001.1|PICI|R1|core|batch=001|record=BAAHVC010000001.1_Staphylococcus_aureus_JMUB7529_DNA__sequence001__whole_genome_shotgun_sequence|start=163951|end=176295|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHVC010000001.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHVC010000001.1_PICI_output.tsv
PICI	BAAHVD010000003.1	R1	36174	42019	5846	6	1	5846	2378	0.4068	40.68%	25-50%	92.363	92.36%	CP000255.1_881837_895809	0.2971	29.71%	98.217	2	5	BAAHVD010000003.1|PICI|R1|core|batch=001|record=BAAHVD010000003.1_Staphylococcus_aureus_JMUB7530_DNA__sequence003__whole_genome_shotgun_sequence|start=36174|end=42019|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHVD010000003.1_R1_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHVD010000003.1_PICI_output.tsv
PICI	BAAHVD010000003.1	R2	40205	52120	11916	19	1	11916	3744	0.3142	31.42%	25-50%	89.998	90.00%	CP000255.1_881837_895809	0.1829	18.29%	93.687	2	6	BAAHVD010000003.1|PICI|R2|core|batch=001|record=BAAHVD010000003.1_Staphylococcus_aureus_JMUB7530_DNA__sequence003__whole_genome_shotgun_sequence|start=40205|end=52120|strand=mixed	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/BAAHVD010000003.1_R2_core.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/001/RESULTS/PICI/BAAHVD010000003.1_PICI_output.tsv
