query_id	family	reference	aligned_query_bp	query_fraction	aligned_subject_bp	subject_coverage	weighted_pident	bitscore_sum	n_hsps
CP127739.1|PICI|R1|core|batch=002|record=CP127739.1_Staphylococcus_aureus_strain_C76_chromosome__complete_genome|start=393356|end=398896|strand=mixed	PICI	SDLZ01000003.1_23159_39035	724	0.1307	726	0.0457	79.155	491.0	3
CP127739.1|PICI|R2|core|batch=002|record=CP127739.1_Staphylococcus_aureus_strain_C76_chromosome__complete_genome|start=383067|end=395170|strand=mixed	PICI	CP000255.1_881837_895809	1836	0.1517	1836	0.1314	97.605	3148.0	2
CP127739.1|PICI|R2|core|batch=002|record=CP127739.1_Staphylococcus_aureus_strain_C76_chromosome__complete_genome|start=383067|end=395170|strand=mixed	PICI	SDLZ01000003.1_23159_39035	1820	0.1504	1820	0.1146	85.011	1845.1	3
CP127770.1|PICI|R1|core|batch=002|record=CP127770.1_Staphylococcus_aureus_strain_C13_chromosome__complete_genome|start=393358|end=398898|strand=mixed	PICI	CP000255.1_881837_895809	1637	0.2954	1589	0.1137	97.563	2808.4	3
CP127770.1|PICI|R1|core|batch=002|record=CP127770.1_Staphylococcus_aureus_strain_C13_chromosome__complete_genome|start=393358|end=398898|strand=mixed	PICI	SDLZ01000003.1_23159_39035	724	0.1307	726	0.0457	79.155	491.0	3
CP127770.1|PICI|R2|core|batch=002|record=CP127770.1_Staphylococcus_aureus_strain_C13_chromosome__complete_genome|start=383069|end=395172|strand=mixed	PICI	CP000255.1_881837_895809	1836	0.1517	1836	0.1314	97.605	3148.0	2
CP127770.1|PICI|R2|core|batch=002|record=CP127770.1_Staphylococcus_aureus_strain_C13_chromosome__complete_genome|start=383069|end=395172|strand=mixed	PICI	SDLZ01000003.1_23159_39035	1820	0.1504	1820	0.1146	85.011	1845.1	3
CP127780.1|PICI|R1|core|batch=002|record=CP127780.1_Staphylococcus_aureus_strain_C84_chromosome__complete_genome|start=403562|end=409102|strand=mixed	PICI	CP000255.1_881837_895809	1637	0.2954	1589	0.1137	97.563	2808.4	3
CP127780.1|PICI|R1|core|batch=002|record=CP127780.1_Staphylococcus_aureus_strain_C84_chromosome__complete_genome|start=403562|end=409102|strand=mixed	PICI	SDLZ01000003.1_23159_39035	724	0.1307	726	0.0457	79.155	491.0	3
CP127780.1|PICI|R2|core|batch=002|record=CP127780.1_Staphylococcus_aureus_strain_C84_chromosome__complete_genome|start=393269|end=405376|strand=mixed	PICI	CP000255.1_881837_895809	2627	0.217	2627	0.188	96.764	4382.0	2
CP127780.1|PICI|R2|core|batch=002|record=CP127780.1_Staphylococcus_aureus_strain_C84_chromosome__complete_genome|start=393269|end=405376|strand=mixed	PICI	SDLZ01000003.1_23159_39035	1539	0.1271	1541	0.0971	86.982	1731.0	2
CP127820.1|PICI|R1|core|batch=002|record=CP127820.1_Staphylococcus_aureus_strain_C11_chromosome__complete_genome|start=367072|end=372612|strand=mixed	PICI	CP000255.1_881837_895809	1637	0.2954	1589	0.1137	97.563	2808.4	3
CP127820.1|PICI|R1|core|batch=002|record=CP127820.1_Staphylococcus_aureus_strain_C11_chromosome__complete_genome|start=367072|end=372612|strand=mixed	PICI	SDLZ01000003.1_23159_39035	724	0.1307	726	0.0457	79.155	491.0	3
CP127820.1|PICI|R2|core|batch=002|record=CP127820.1_Staphylococcus_aureus_strain_C11_chromosome__complete_genome|start=356778|end=368886|strand=mixed	PICI	CP000255.1_881837_895809	2627	0.2169	2627	0.188	96.764	4382.0	2
CP127820.1|PICI|R2|core|batch=002|record=CP127820.1_Staphylococcus_aureus_strain_C11_chromosome__complete_genome|start=356778|end=368886|strand=mixed	PICI	SDLZ01000003.1_23159_39035	1539	0.1271	1541	0.0971	87.046	1737.0	2
CP134071.1|PICI|R1|core|batch=002|record=CP134071.1_Staphylococcus_aureus_strain_4233_chromosome__complete_genome|start=2745923|end=2757588|strand=mixed	PICI	CP000255.1_881837_895809	1890	0.162	1890	0.1353	93.572	2815.0	3
CP134071.1|PICI|R1|core|batch=002|record=CP134071.1_Staphylococcus_aureus_strain_4233_chromosome__complete_genome|start=2745923|end=2757588|strand=mixed	PICI	SDLZ01000003.1_23159_39035	569	0.0488	569	0.0358	73.913	221.1	2
CP135966.1|PICI|R1|core|batch=002|record=CP135966.1_Staphylococcus_aureus_strain_ST5477_chromosome__complete_genome|start=366039|end=376804|strand=mixed	PICI	SDLZ01000003.1_23159_39035	1145	0.1064	1148	0.0723	76.445	605.0	4
CP135966.1|PICI|R1|core|batch=002|record=CP135966.1_Staphylococcus_aureus_strain_ST5477_chromosome__complete_genome|start=366039|end=376804|strand=mixed	PICI	CP000255.1_881837_895809	236	0.0219	238	0.017	89.076	295.8	2
CP135966.1|PICI|R2|core|batch=002|record=CP135966.1_Staphylococcus_aureus_strain_ST5477_chromosome__complete_genome|start=352175|end=366842|strand=mixed	PICI	SDLZ01000003.1_23159_39035	1324	0.0903	1324	0.0834	89.601	1682.6	2
CP135966.1|PICI|R2|core|batch=002|record=CP135966.1_Staphylococcus_aureus_strain_ST5477_chromosome__complete_genome|start=352175|end=366842|strand=mixed	PICI	CP000255.1_881837_895809	408	0.0278	409	0.0293	92.683	588.0	1
CP135966.1|PICI|R3|core|batch=002|record=CP135966.1_Staphylococcus_aureus_strain_ST5477_chromosome__complete_genome|start=359014|end=370916|strand=mixed	PICI	SDLZ01000003.1_23159_39035	1724	0.1448	1724	0.1086	84.882	1734.0	2
CP135966.1|PICI|R3|core|batch=002|record=CP135966.1_Staphylococcus_aureus_strain_ST5477_chromosome__complete_genome|start=359014|end=370916|strand=mixed	PICI	CP000255.1_881837_895809	562	0.0472	563	0.0403	92.553	807.0	2
CP137623.1|PICI|R1|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2162358|end=2176314|strand=-1	PICI	AE005176.1_502595_517773	2675	0.1917	2658	0.1751	89.985	3451.9	9
CP137623.1|PICI|R1|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2162358|end=2176314|strand=-1	PICI	CP006766.1_2464508_2479769	1262	0.0904	1256	0.0823	84.003	1201.0	4
CP137623.1|PICI|R1|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2162358|end=2176314|strand=-1	PICI	CP003132.1_2352993_2368188	1254	0.0898	1250	0.0823	78.481	808.2	4
CP137623.1|PICI|R1|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2162358|end=2176314|strand=-1	PICI	AM406671.1_32370_51783	1183	0.0848	1164	0.06	82.146	1005.0	6
CP137623.1|PICI|R1|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2162358|end=2176314|strand=-1	PICI	CP002094.1_2482743_2492765	650	0.0466	634	0.0633	77.204	365.0	2
CP137623.1|PICI|R1|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2162358|end=2176314|strand=-1	PICI	CP001834.1_2505680_2520561	510	0.0365	513	0.0345	86.745	569.0	3
CP137623.1|PICI|R1|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2162358|end=2176314|strand=-1	PICI	CP000425.1_2115981_2128907	386	0.0277	387	0.0299	86.822	431.0	2
CP137623.1|PICI|R1|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2162358|end=2176314|strand=-1	PICI	CP002365.1_1723782_1733895	371	0.0266	373	0.0369	80.429	284.8	2
CP137623.1|PICI|R2|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2169375|end=2178940|strand=mixed	PICI	AE005176.1_502595_517773	1487	0.1554	1484	0.0978	88.172	1771.2	5
CP137623.1|PICI|R2|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2169375|end=2178940|strand=mixed	PICI	CP003132.1_2352993_2368188	1210	0.1265	1205	0.0793	77.705	724.0	3
CP137623.1|PICI|R2|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2169375|end=2178940|strand=mixed	PICI	CP006766.1_2464508_2479769	1181	0.1235	1173	0.0769	83.656	1099.0	3
CP137623.1|PICI|R2|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2169375|end=2178940|strand=mixed	PICI	AM406671.1_32370_51783	999	0.1044	976	0.0503	80.279	743.8	5
CP137623.1|PICI|R2|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2169375|end=2178940|strand=mixed	PICI	CP002365.1_1723782_1733895	884	0.0924	884	0.0874	84.347	866.3	5
CP137623.1|PICI|R2|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2169375|end=2178940|strand=mixed	PICI	CP002094.1_2482743_2492765	650	0.0679	634	0.0633	77.204	365.0	2
CP137623.1|PICI|R2|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2169375|end=2178940|strand=mixed	PICI	CP001834.1_2505680_2520561	565	0.0591	564	0.0379	84.413	551.0	3
CP137623.1|PICI|R2|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2169375|end=2178940|strand=mixed	PICI	CP000425.1_2115981_2128907	386	0.0404	387	0.0299	86.822	431.0	2
CP137623.1|PICI|R3|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2228056|end=2237553|strand=mixed	PICI	AM406671.1_32370_51783	2617	0.2755	2623	0.1351	82.757	2305.6	7
CP137623.1|PICI|R3|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2228056|end=2237553|strand=mixed	PICI	CP002094.1_2482743_2492765	2469	0.2599	2473	0.2467	81.103	1956.3	7
CP137623.1|PICI|R3|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2228056|end=2237553|strand=mixed	PICI	CP000425.1_2115981_2128907	2427	0.2555	2430	0.188	78.003	1483.0	5
CP137623.1|PICI|R3|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2228056|end=2237553|strand=mixed	PICI	CP001834.1_2505680_2520561	2278	0.2398	2294	0.1541	80.639	1742.3	5
CP137623.1|PICI|R3|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2228056|end=2237553|strand=mixed	PICI	CP003132.1_2352993_2368188	2051	0.2159	2070	0.1362	81.936	1720.0	6
CP137623.1|PICI|R3|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2228056|end=2237553|strand=mixed	PICI	CP006766.1_2464508_2479769	1924	0.2026	1934	0.1267	82.042	1625.0	5
CP137623.1|PICI|R3|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2228056|end=2237553|strand=mixed	PICI	AE005176.1_502595_517773	1497	0.1576	1497	0.0986	81.711	1226.0	3
CP137623.1|PICI|R3|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2228056|end=2237553|strand=mixed	PICI	CP002365.1_1723782_1733895	95	0.01	96	0.0095	91.667	132.0	1
CP137623.1|PICI|R4|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2236619|end=2245596|strand=mixed	PICI	CP001834.1_2505680_2520561	2133	0.2376	2144	0.1441	85.728	2252.7	8
CP137623.1|PICI|R4|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2236619|end=2245596|strand=mixed	PICI	CP000425.1_2115981_2128907	1719	0.1915	1717	0.1328	84.82	1723.0	5
CP137623.1|PICI|R4|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2236619|end=2245596|strand=mixed	PICI	CP003132.1_2352993_2368188	1555	0.1732	1558	0.1025	83.461	1436.1	5
CP137623.1|PICI|R4|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2236619|end=2245596|strand=mixed	PICI	AM406671.1_32370_51783	1464	0.1631	1447	0.0745	85.356	1492.1	6
CP137623.1|PICI|R4|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2236619|end=2245596|strand=mixed	PICI	CP006766.1_2464508_2479769	1152	0.1283	1149	0.0753	82.661	1008.6	5
CP137623.1|PICI|R4|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2236619|end=2245596|strand=mixed	PICI	CP002094.1_2482743_2492765	1125	0.1253	1122	0.1119	80.106	819.0	3
CP137623.1|PICI|R4|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2236619|end=2245596|strand=mixed	PICI	AE005176.1_502595_517773	297	0.0331	295	0.0194	79.47	204.0	1
CP137623.1|PICI|R4|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2236619|end=2245596|strand=mixed	PICI	CP002365.1_1723782_1733895	95	0.0106	96	0.0095	91.667	132.0	1
CP138309.1|PICI|R1|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=36645|end=50856|strand=mixed	PICI	AM406671.1_32370_51783	10546	0.742	10597	0.5458	95.394	16862.7	10
CP138309.1|PICI|R1|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=36645|end=50856|strand=mixed	PICI	CP003132.1_2352993_2368188	8035	0.5654	8186	0.5387	90.023	10562.0	10
CP138309.1|PICI|R1|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=36645|end=50856|strand=mixed	PICI	CP000425.1_2115981_2128907	7919	0.5572	7905	0.6115	89.393	9957.0	11
CP138309.1|PICI|R1|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=36645|end=50856|strand=mixed	PICI	CP001834.1_2505680_2520561	7620	0.5362	7635	0.513	89.642	9690.0	10
CP138309.1|PICI|R1|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=36645|end=50856|strand=mixed	PICI	CP006766.1_2464508_2479769	6622	0.4659	6645	0.4354	90.961	8937.0	14
CP138309.1|PICI|R1|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=36645|end=50856|strand=mixed	PICI	CP002094.1_2482743_2492765	5966	0.4198	5954	0.594	89.886	7666.0	9
CP138309.1|PICI|R1|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=36645|end=50856|strand=mixed	PICI	AE005176.1_502595_517773	1535	0.108	1537	0.1013	86.835	1715.0	4
CP138309.1|PICI|R1|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=36645|end=50856|strand=mixed	PICI	CP002365.1_1723782_1733895	159	0.0112	158	0.0156	90.0	204.0	1
CP138309.1|PICI|R2|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=511321|end=525912|strand=mixed	PICI	AE005176.1_502595_517773	14592	1.0	14592	0.9613	99.979	26930.0	1
CP138309.1|PICI|R2|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=511321|end=525912|strand=mixed	PICI	CP003132.1_2352993_2368188	3334	0.2285	3337	0.2196	93.526	4968.8	4
CP138309.1|PICI|R2|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=511321|end=525912|strand=mixed	PICI	CP006766.1_2464508_2479769	3298	0.226	3446	0.2258	92.591	4943.8	5
CP138309.1|PICI|R2|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=511321|end=525912|strand=mixed	PICI	AM406671.1_32370_51783	2062	0.1413	2068	0.1065	90.708	2751.0	4
CP138309.1|PICI|R2|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=511321|end=525912|strand=mixed	PICI	CP001834.1_2505680_2520561	1081	0.0741	1084	0.0728	87.2	1229.0	2
CP138309.1|PICI|R2|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=511321|end=525912|strand=mixed	PICI	CP000425.1_2115981_2128907	909	0.0623	910	0.0704	88.925	1121.0	3
CP138309.1|PICI|R2|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=511321|end=525912|strand=mixed	PICI	CP002094.1_2482743_2492765	835	0.0572	834	0.0832	86.157	899.0	2
CP138309.1|PICI|R2|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=511321|end=525912|strand=mixed	PICI	CP002365.1_1723782_1733895	804	0.0551	802	0.0793	94.783	1250.0	2
CP138309.1|PICI|R3|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=176120|end=189318|strand=mixed	PICI	AE005176.1_502595_517773	630	0.0477	415	0.0273	87.284	716.3	2
CP138309.1|PICI|R4|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=1996920|end=2000301|strand=mixed	PICI	CP003132.1_2352993_2368188	759	0.2244	765	0.0503	81.606	621.0	1
CP138309.1|PICI|R4|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=1996920|end=2000301|strand=mixed	PICI	CP002365.1_1723782_1733895	294	0.0869	294	0.0291	84.407	290.1	2
CP138309.1|PICI|R4|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=1996920|end=2000301|strand=mixed	PICI	AM406671.1_32370_51783	108	0.0319	108	0.0056	82.569	95.3	1
CP141407.1|PICI|R1|core|batch=002|record=CP141407.1_Staphylococcus_aureus_strain_Sau126_chromosome__complete_genome|start=1322225|end=1333958|strand=mixed	PICI	CP000255.1_881837_895809	1892	0.1612	1892	0.1354	93.681	2830.0	3
CP141407.1|PICI|R1|core|batch=002|record=CP141407.1_Staphylococcus_aureus_strain_Sau126_chromosome__complete_genome|start=1322225|end=1333958|strand=mixed	PICI	SDLZ01000003.1_23159_39035	317	0.027	317	0.02	75.312	148.0	1
CP141417.1|PICI|R1|core|batch=002|record=CP141417.1_Staphylococcus_aureus_strain_Sau115_chromosome__complete_genome|start=91139|end=99517|strand=mixed	PICI	SDLZ01000003.1_23159_39035	302	0.036	291	0.0183	77.377	165.0	1
CP141482.1|PICI|R1|core|batch=002|record=CP141482.1_Staphylococcus_aureus_strain_Sau34_chromosome__complete_genome|start=224912|end=236684|strand=mixed	PICI	SDLZ01000003.1_23159_39035	1935	0.1644	1934	0.1218	84.387	1889.0	3
CP141482.1|PICI|R1|core|batch=002|record=CP141482.1_Staphylococcus_aureus_strain_Sau34_chromosome__complete_genome|start=224912|end=236684|strand=mixed	PICI	CP000255.1_881837_895809	935	0.0794	934	0.0668	84.713	928.0	3
CP141482.1|PICI|R2|core|batch=002|record=CP141482.1_Staphylococcus_aureus_strain_Sau34_chromosome__complete_genome|start=679122|end=689046|strand=mixed	PICI	SDLZ01000003.1_23159_39035	508	0.0512	508	0.032	71.899	135.0	1
CP141482.1|PICI|R2|core|batch=002|record=CP141482.1_Staphylococcus_aureus_strain_Sau34_chromosome__complete_genome|start=679122|end=689046|strand=mixed	PICI	CP000255.1_881837_895809	322	0.0324	320	0.0229	94.099	489.0	2
CP141482.1|PICI|R3|core|batch=002|record=CP141482.1_Staphylococcus_aureus_strain_Sau34_chromosome__complete_genome|start=236115|end=243259|strand=mixed	PICI	CP000255.1_881837_895809	1215	0.17	1215	0.087	88.288	1452.3	3
CP141482.1|PICI|R3|core|batch=002|record=CP141482.1_Staphylococcus_aureus_strain_Sau34_chromosome__complete_genome|start=236115|end=243259|strand=mixed	PICI	SDLZ01000003.1_23159_39035	822	0.115	821	0.0517	79.928	598.0	3
CP141495.1|PICI|R1|core|batch=002|record=CP141495.1_Staphylococcus_aureus_strain_Sau20_chromosome__complete_genome|start=571922|end=581854|strand=mixed	PICI	SDLZ01000003.1_23159_39035	508	0.0511	508	0.032	71.899	135.0	1
CP141495.1|PICI|R1|core|batch=002|record=CP141495.1_Staphylococcus_aureus_strain_Sau20_chromosome__complete_genome|start=571922|end=581854|strand=mixed	PICI	CP000255.1_881837_895809	322	0.0324	320	0.0229	94.099	489.0	2
CP141502.1|PICI|R1|core|batch=002|record=CP141502.1_Staphylococcus_aureus_strain_Sau13_chromosome__complete_genome|start=1540918|end=1550850|strand=mixed	PICI	SDLZ01000003.1_23159_39035	508	0.0511	508	0.032	71.899	135.0	1
CP141502.1|PICI|R1|core|batch=002|record=CP141502.1_Staphylococcus_aureus_strain_Sau13_chromosome__complete_genome|start=1540918|end=1550850|strand=mixed	PICI	CP000255.1_881837_895809	322	0.0324	320	0.0229	94.099	489.0	2
CP141505.1|PICI|R1|core|batch=002|record=CP141505.1_Staphylococcus_aureus_strain_Sau12_chromosome__complete_genome|start=593043|end=598569|strand=mixed	PICI	CP000255.1_881837_895809	1635	0.2958	1589	0.1137	97.383	2789.4	3
CP141505.1|PICI|R1|core|batch=002|record=CP141505.1_Staphylococcus_aureus_strain_Sau12_chromosome__complete_genome|start=593043|end=598569|strand=mixed	PICI	SDLZ01000003.1_23159_39035	1046	0.1893	1046	0.0659	77.23	603.4	4
CP141505.1|PICI|R2|core|batch=002|record=CP141505.1_Staphylococcus_aureus_strain_Sau12_chromosome__complete_genome|start=593826|end=608811|strand=mixed	PICI	CP000255.1_881837_895809	2863	0.191	2817	0.2016	96.029	4664.4	4
CP141505.1|PICI|R2|core|batch=002|record=CP141505.1_Staphylococcus_aureus_strain_Sau12_chromosome__complete_genome|start=593826|end=608811|strand=mixed	PICI	SDLZ01000003.1_23159_39035	1741	0.1162	1743	0.1098	86.663	1926.0	3
CP151683.1|PICI|R1|core|batch=002|record=CP151683.1_Lactococcus_lactis_strain_DMLL15_chromosome__complete_genome|start=863305|end=877096|strand=mixed	PICI	AE005176.1_502595_517773	354	0.0257	354	0.0233	83.333	327.0	1
CP151683.1|PICI|R1|core|batch=002|record=CP151683.1_Lactococcus_lactis_strain_DMLL15_chromosome__complete_genome|start=863305|end=877096|strand=mixed	PICI	CP000255.1_881837_895809	151	0.0109	151	0.0108	75.163	69.4	1
CP151683.1|PICI|R1|core|batch=002|record=CP151683.1_Lactococcus_lactis_strain_DMLL15_chromosome__complete_genome|start=863305|end=877096|strand=mixed	PICI	CP001834.1_2505680_2520561	109	0.0079	110	0.0074	90.909	147.0	1
CP151683.1|PICI|R2|core|batch=002|record=CP151683.1_Lactococcus_lactis_strain_DMLL15_chromosome__complete_genome|start=1885750|end=1899154|strand=mixed	PICI	AE005176.1_502595_517773	1006	0.075	1007	0.0663	91.107	1360.0	4
CP151683.1|PICI|R2|core|batch=002|record=CP151683.1_Lactococcus_lactis_strain_DMLL15_chromosome__complete_genome|start=1885750|end=1899154|strand=mixed	PICI	CP001834.1_2505680_2520561	937	0.0699	945	0.0635	87.933	1111.0	3
CP151683.1|PICI|R2|core|batch=002|record=CP151683.1_Lactococcus_lactis_strain_DMLL15_chromosome__complete_genome|start=1885750|end=1899154|strand=mixed	PICI	CP002365.1_1723782_1733895	593	0.0442	592	0.0585	92.101	835.0	3
CP151683.1|PICI|R2|core|batch=002|record=CP151683.1_Lactococcus_lactis_strain_DMLL15_chromosome__complete_genome|start=1885750|end=1899154|strand=mixed	PICI	CP003132.1_2352993_2368188	536	0.04	542	0.0357	79.273	364.0	1
CP151683.1|PICI|R2|core|batch=002|record=CP151683.1_Lactococcus_lactis_strain_DMLL15_chromosome__complete_genome|start=1885750|end=1899154|strand=mixed	PICI	CP006766.1_2464508_2479769	393	0.0293	393	0.0258	89.367	495.0	2
CP151683.1|PICI|R2|core|batch=002|record=CP151683.1_Lactococcus_lactis_strain_DMLL15_chromosome__complete_genome|start=1885750|end=1899154|strand=mixed	PICI	AM406671.1_32370_51783	354	0.0264	355	0.0183	81.513	289.4	2
CP151683.1|PICI|R2|core|batch=002|record=CP151683.1_Lactococcus_lactis_strain_DMLL15_chromosome__complete_genome|start=1885750|end=1899154|strand=mixed	PICI	CP000425.1_2115981_2128907	251	0.0187	252	0.0195	90.476	332.4	2
CP151683.1|PICI|R2|core|batch=002|record=CP151683.1_Lactococcus_lactis_strain_DMLL15_chromosome__complete_genome|start=1885750|end=1899154|strand=mixed	PICI	CP002094.1_2482743_2492765	224	0.0167	224	0.0223	91.964	315.4	2
CP151683.1|PICI|R3|core|batch=002|record=CP151683.1_Lactococcus_lactis_strain_DMLL15_chromosome__complete_genome|start=1646365|end=1648929|strand=-1	PICI	AE005176.1_502595_517773	1055	0.4113	1054	0.0694	94.638	1632.4	2
CP157287.1|PICI|R1|core|batch=002|record=CP157287.1_Lactococcus_lactis_strain_BIM_B-1834_chromosome__complete_genome|start=2338030|end=2352827|strand=mixed	PICI	CP003132.1_2352993_2368188	10335	0.6984	10346	0.6808	94.036	15878.8	15
CP157287.1|PICI|R1|core|batch=002|record=CP157287.1_Lactococcus_lactis_strain_BIM_B-1834_chromosome__complete_genome|start=2338030|end=2352827|strand=mixed	PICI	CP006766.1_2464508_2479769	9998	0.6756	10018	0.6564	93.948	15322.6	13
CP157287.1|PICI|R1|core|batch=002|record=CP157287.1_Lactococcus_lactis_strain_BIM_B-1834_chromosome__complete_genome|start=2338030|end=2352827|strand=mixed	PICI	CP001834.1_2505680_2520561	7583	0.5124	7448	0.5005	91.568	10461.2	14
CP157287.1|PICI|R1|core|batch=002|record=CP157287.1_Lactococcus_lactis_strain_BIM_B-1834_chromosome__complete_genome|start=2338030|end=2352827|strand=mixed	PICI	CP000425.1_2115981_2128907	7135	0.4822	7124	0.5511	89.144	8861.8	7
CP157287.1|PICI|R1|core|batch=002|record=CP157287.1_Lactococcus_lactis_strain_BIM_B-1834_chromosome__complete_genome|start=2338030|end=2352827|strand=mixed	PICI	AM406671.1_32370_51783	7038	0.4756	7020	0.3616	90.886	9419.4	13
CP157287.1|PICI|R1|core|batch=002|record=CP157287.1_Lactococcus_lactis_strain_BIM_B-1834_chromosome__complete_genome|start=2338030|end=2352827|strand=mixed	PICI	CP002094.1_2482743_2492765	5628	0.3803	5539	0.5526	87.654	6532.4	8
CP157287.1|PICI|R1|core|batch=002|record=CP157287.1_Lactococcus_lactis_strain_BIM_B-1834_chromosome__complete_genome|start=2338030|end=2352827|strand=mixed	PICI	AE005176.1_502595_517773	3562	0.2407	3571	0.2353	91.902	4981.3	4
CP157287.1|PICI|R1|core|batch=002|record=CP157287.1_Lactococcus_lactis_strain_BIM_B-1834_chromosome__complete_genome|start=2338030|end=2352827|strand=mixed	PICI	NC_003028.3_1063231_1073321	60	0.0041	60	0.0059	86.885	67.6	1
CP157287.1|PICI|R2|core|batch=002|record=CP157287.1_Lactococcus_lactis_strain_BIM_B-1834_chromosome__complete_genome|start=477907|end=489081|strand=mixed	PICI	AE005176.1_502595_517773	11027	0.9868	11020	0.726	98.885	19685.0	2
CP157287.1|PICI|R2|core|batch=002|record=CP157287.1_Lactococcus_lactis_strain_BIM_B-1834_chromosome__complete_genome|start=477907|end=489081|strand=mixed	PICI	CP006766.1_2464508_2479769	3400	0.3043	3404	0.223	93.058	4970.4	4
