query_id	accession	family	region	batch	record	query_length	family_supported_bp_core_region	core_region_family_coverage	family_supported_weighted_pident	top_contributing_reference	top_reference_supported_bp	top_reference_query_fraction	top_reference_weighted_pident	n_references_hit	n_hsps_total
CP065702.1|PICI|R4|core|batch=001|record=CP065702.1_Lactococcus_lactis_strain_FDAARGOS_887_chromosome__complete_genome|start=1302284|end=1305665|strand=mixed	CP065702.1	PICI	R4	001	CP065702.1_Lactococcus_lactis_strain_FDAARGOS_887_chromosome__complete_genome	3382	1161	0.3433	82.398	CP003132.1_2352993_2368188	759	0.2244	81.606	3	4
CP065702.1|PICI|R5|core|batch=001|record=CP065702.1_Lactococcus_lactis_strain_FDAARGOS_887_chromosome__complete_genome|start=1827765|end=1840963|strand=mixed	CP065702.1	PICI	R5	001	CP065702.1_Lactococcus_lactis_strain_FDAARGOS_887_chromosome__complete_genome	13199	630	0.0477	87.284	AE005176.1_502595_517773	630	0.0477	87.284	1	2
CP065737.1|PICI|R1|core|batch=001|record=CP065737.1_Lactococcus_lactis_strain_FDAARGOS_865_chromosome__complete_genome|start=1456740|end=1471651|strand=mixed	CP065737.1	PICI	R1	001	CP065737.1_Lactococcus_lactis_strain_FDAARGOS_865_chromosome__complete_genome	14912	12394	0.8311	90.465	CP003132.1_2352993_2368188	10992	0.7371	91.156	9	76
CP065737.1|PICI|R2|core|batch=001|record=CP065737.1_Lactococcus_lactis_strain_FDAARGOS_865_chromosome__complete_genome|start=1118882|end=1133664|strand=mixed	CP065737.1	PICI	R2	001	CP065737.1_Lactococcus_lactis_strain_FDAARGOS_865_chromosome__complete_genome	14783	9614	0.6503	92.519	AM406671.1_32370_51783	8805	0.5956	95.732	7	58
CP065737.1|PICI|R3|core|batch=001|record=CP065737.1_Lactococcus_lactis_strain_FDAARGOS_865_chromosome__complete_genome|start=1124175|end=1135309|strand=mixed	CP065737.1	PICI	R3	001	CP065737.1_Lactococcus_lactis_strain_FDAARGOS_865_chromosome__complete_genome	11135	11123	0.9989	91.844	AM406671.1_32370_51783	10304	0.9254	94.99	7	58
CP065737.1|PICI|R4|core|batch=001|record=CP065737.1_Lactococcus_lactis_strain_FDAARGOS_865_chromosome__complete_genome|start=1210202|end=1220631|strand=mixed	CP065737.1	PICI	R4	001	CP065737.1_Lactococcus_lactis_strain_FDAARGOS_865_chromosome__complete_genome	10430	7995	0.7665	89.648	CP001834.1_2505680_2520561	6597	0.6325	87.695	8	53
CP065737.1|PICI|R5|core|batch=001|record=CP065737.1_Lactococcus_lactis_strain_FDAARGOS_865_chromosome__complete_genome|start=524552|end=527756|strand=mixed	CP065737.1	PICI	R5	001	CP065737.1_Lactococcus_lactis_strain_FDAARGOS_865_chromosome__complete_genome	3205	2212	0.6902	89.858	CP002365.1_1723782_1733895	1398	0.4362	96.724	8	9
CP065737.1|PICI|R6|core|batch=001|record=CP065737.1_Lactococcus_lactis_strain_FDAARGOS_865_chromosome__complete_genome|start=1649224|end=1660484|strand=mixed	CP065737.1	PICI	R6	001	CP065737.1_Lactococcus_lactis_strain_FDAARGOS_865_chromosome__complete_genome	11261	7946	0.7056	91.17	AE005176.1_502595_517773	5923	0.526	93.292	8	27
CP089159.1|PICI|R1|core|batch=001|record=CP089159.1_Staphylococcus_aureus_strain_UNC_SaCF18_chromosome__complete_genome|start=1314663|end=1327007|strand=mixed	CP089159.1	PICI	R1	001	CP089159.1_Staphylococcus_aureus_strain_UNC_SaCF18_chromosome__complete_genome	12345	12345	1.0	97.22	CP000255.1_881837_895809	12345	1.0	98.547	2	4
CP091315.1|PICI|R1|core|batch=001|record=CP091315.1_Lactococcus_lactis_strain_lxl_chromosome__complete_genome|start=185038|end=199249|strand=mixed	CP091315.1	PICI	R1	001	CP091315.1_Lactococcus_lactis_strain_lxl_chromosome__complete_genome	14212	13263	0.9332	91.03	AM406671.1_32370_51783	10546	0.742	95.413	8	69
CP091315.1|PICI|R2|core|batch=001|record=CP091315.1_Lactococcus_lactis_strain_lxl_chromosome__complete_genome|start=20295|end=34974|strand=mixed	CP091315.1	PICI	R2	001	CP091315.1_Lactococcus_lactis_strain_lxl_chromosome__complete_genome	14680	12726	0.8669	90.841	CP003132.1_2352993_2368188	10531	0.7174	92.315	8	68
CP091315.1|PICI|R3|core|batch=001|record=CP091315.1_Lactococcus_lactis_strain_lxl_chromosome__complete_genome|start=191714|end=204544|strand=mixed	CP091315.1	PICI	R3	001	CP091315.1_Lactococcus_lactis_strain_lxl_chromosome__complete_genome	12831	6722	0.5239	94.036	AM406671.1_32370_51783	5876	0.458	97.39	8	43
CP091315.1|PICI|R4|core|batch=001|record=CP091315.1_Lactococcus_lactis_strain_lxl_chromosome__complete_genome|start=1872531|end=1883964|strand=mixed	CP091315.1	PICI	R4	001	CP091315.1_Lactococcus_lactis_strain_lxl_chromosome__complete_genome	11434	11313	0.9894	98.372	CP002365.1_1723782_1733895	10114	0.8846	100.0	4	9
CP091316.1|PICI|R1|core|batch=001|record=CP091316.1_Lactococcus_lactis_strain_A32_chromosome__complete_genome|start=226945|end=241156|strand=mixed	CP091316.1	PICI	R1	001	CP091316.1_Lactococcus_lactis_strain_A32_chromosome__complete_genome	14212	13263	0.9332	91.03	AM406671.1_32370_51783	10546	0.742	95.413	8	69
CP091316.1|PICI|R2|core|batch=001|record=CP091316.1_Lactococcus_lactis_strain_A32_chromosome__complete_genome|start=62210|end=76889|strand=mixed	CP091316.1	PICI	R2	001	CP091316.1_Lactococcus_lactis_strain_A32_chromosome__complete_genome	14680	12726	0.8669	90.841	CP003132.1_2352993_2368188	10531	0.7174	92.315	8	68
CP091316.1|PICI|R3|core|batch=001|record=CP091316.1_Lactococcus_lactis_strain_A32_chromosome__complete_genome|start=233621|end=246451|strand=mixed	CP091316.1	PICI	R3	001	CP091316.1_Lactococcus_lactis_strain_A32_chromosome__complete_genome	12831	6722	0.5239	94.036	AM406671.1_32370_51783	5876	0.458	97.39	8	43
CP091316.1|PICI|R4|core|batch=001|record=CP091316.1_Lactococcus_lactis_strain_A32_chromosome__complete_genome|start=1914428|end=1925861|strand=mixed	CP091316.1	PICI	R4	001	CP091316.1_Lactococcus_lactis_strain_A32_chromosome__complete_genome	11434	11313	0.9894	98.372	CP002365.1_1723782_1733895	10114	0.8846	100.0	4	9
CP093413.1|PICI|R1|core|batch=001|record=CP093413.1_Lactococcus_lactis_strain_AH1_chromosome__complete_genome|start=35159|end=49370|strand=mixed	CP093413.1	PICI	R1	001	CP093413.1_Lactococcus_lactis_strain_AH1_chromosome__complete_genome	14212	13263	0.9332	91.037	AM406671.1_32370_51783	10546	0.742	95.375	8	69
CP093413.1|PICI|R2|core|batch=001|record=CP093413.1_Lactococcus_lactis_strain_AH1_chromosome__complete_genome|start=563259|end=577850|strand=mixed	CP093413.1	PICI	R2	001	CP093413.1_Lactococcus_lactis_strain_AH1_chromosome__complete_genome	14592	14592	1.0	96.065	AE005176.1_502595_517773	14592	1.0	99.979	8	23
CP093413.1|PICI|R3|core|batch=001|record=CP093413.1_Lactococcus_lactis_strain_AH1_chromosome__complete_genome|start=282089|end=285389|strand=1	CP093413.1	PICI	R3	001	CP093413.1_Lactococcus_lactis_strain_AH1_chromosome__complete_genome	3301	631	0.1912	86.97	AE005176.1_502595_517773	631	0.1912	86.97	1	2
CP093413.1|PICI|R4|core|batch=001|record=CP093413.1_Lactococcus_lactis_strain_AH1_chromosome__complete_genome|start=2044725|end=2048106|strand=mixed	CP093413.1	PICI	R4	001	CP093413.1_Lactococcus_lactis_strain_AH1_chromosome__complete_genome	3382	1161	0.3433	82.398	CP003132.1_2352993_2368188	759	0.2244	81.606	3	4
CP093959.1|PICI|R1|core|batch=001|record=CP093959.1_Lactococcus_lactis_strain_FAM_17919_chromosome__complete_genome|start=36235|end=49981|strand=mixed	CP093959.1	PICI	R1	001	CP093959.1_Lactococcus_lactis_strain_FAM_17919_chromosome__complete_genome	13747	12704	0.9241	90.793	AM406671.1_32370_51783	9987	0.7265	95.148	8	65
CP093959.1|PICI|R2|core|batch=001|record=CP093959.1_Lactococcus_lactis_strain_FAM_17919_chromosome__complete_genome|start=2335956|end=2349697|strand=mixed	CP093959.1	PICI	R2	001	CP093959.1_Lactococcus_lactis_strain_FAM_17919_chromosome__complete_genome	13742	11388	0.8287	91.527	CP003132.1_2352993_2368188	9715	0.707	93.718	8	65
CP093959.1|PICI|R3|core|batch=001|record=CP093959.1_Lactococcus_lactis_strain_FAM_17919_chromosome__complete_genome|start=42911|end=55275|strand=mixed	CP093959.1	PICI	R3	001	CP093959.1_Lactococcus_lactis_strain_FAM_17919_chromosome__complete_genome	12365	6163	0.4984	93.775	AM406671.1_32370_51783	5317	0.43	97.119	8	39
CP094474.1|PICI|R1|core|batch=001|record=CP094474.1_Lactococcus_lactis_strain_SCB469_chromosome__complete_genome|start=230301|end=244503|strand=mixed	CP094474.1	PICI	R1	001	CP094474.1_Lactococcus_lactis_strain_SCB469_chromosome__complete_genome	14203	13254	0.9332	91.115	AM406671.1_32370_51783	10546	0.7425	95.517	8	69
CP094474.1|PICI|R2|core|batch=001|record=CP094474.1_Lactococcus_lactis_strain_SCB469_chromosome__complete_genome|start=91083|end=105394|strand=mixed	CP094474.1	PICI	R2	001	CP094474.1_Lactococcus_lactis_strain_SCB469_chromosome__complete_genome	14312	11502	0.8037	91.328	CP003132.1_2352993_2368188	9939	0.6945	93.192	8	69
CP094474.1|PICI|R3|core|batch=001|record=CP094474.1_Lactococcus_lactis_strain_SCB469_chromosome__complete_genome|start=236968|end=249798|strand=mixed	CP094474.1	PICI	R3	001	CP094474.1_Lactococcus_lactis_strain_SCB469_chromosome__complete_genome	12831	6722	0.5239	94.008	AM406671.1_32370_51783	5876	0.458	97.357	8	43
CP094474.1|PICI|R4|core|batch=001|record=CP094474.1_Lactococcus_lactis_strain_SCB469_chromosome__complete_genome|start=1998925|end=2010300|strand=mixed	CP094474.1	PICI	R4	001	CP094474.1_Lactococcus_lactis_strain_SCB469_chromosome__complete_genome	11376	7086	0.6229	94.745	CP002365.1_1723782_1733895	6026	0.5297	95.499	4	12
CP094474.1|PICI|R5|core|batch=001|record=CP094474.1_Lactococcus_lactis_strain_SCB469_chromosome__complete_genome|start=681095|end=692446|strand=mixed	CP094474.1	PICI	R5	001	CP094474.1_Lactococcus_lactis_strain_SCB469_chromosome__complete_genome	11352	10993	0.9684	92.67	AE005176.1_502595_517773	9991	0.8801	96.351	8	27
CP098790.1|PICI|R1|core|batch=001|record=CP098790.1_Lactococcus_lactis_strain_WiKim0124_chromosome__complete_genome|start=2200680|end=2210006|strand=mixed	CP098790.1	PICI	R1	001	CP098790.1_Lactococcus_lactis_strain_WiKim0124_chromosome__complete_genome	9327	4381	0.4697	81.396	AM406671.1_32370_51783	2665	0.2857	82.841	8	42
CP098790.1|PICI|R2|core|batch=001|record=CP098790.1_Lactococcus_lactis_strain_WiKim0124_chromosome__complete_genome|start=2209072|end=2222307|strand=mixed	CP098790.1	PICI	R2	001	CP098790.1_Lactococcus_lactis_strain_WiKim0124_chromosome__complete_genome	13236	5784	0.437	84.166	AM406671.1_32370_51783	3144	0.2375	85.786	8	48
CP098790.1|PICI|R3|core|batch=001|record=CP098790.1_Lactococcus_lactis_strain_WiKim0124_chromosome__complete_genome|start=1223433|end=1227164|strand=mixed	CP098790.1	PICI	R3	001	CP098790.1_Lactococcus_lactis_strain_WiKim0124_chromosome__complete_genome	3732	339	0.0908	90.882	AE005176.1_502595_517773	339	0.0908	90.882	1	1
CP102522.1|PICI|R1|core|batch=001|record=CP102522.1_Lactococcus_lactis_strain_R-707-1_chromosome__complete_genome|start=35152|end=49354|strand=mixed	CP102522.1	PICI	R1	001	CP102522.1_Lactococcus_lactis_strain_R-707-1_chromosome__complete_genome	14203	13254	0.9332	91.115	AM406671.1_32370_51783	10546	0.7425	95.517	8	69
CP102522.1|PICI|R2|core|batch=001|record=CP102522.1_Lactococcus_lactis_strain_R-707-1_chromosome__complete_genome|start=2353032|end=2367343|strand=mixed	CP102522.1	PICI	R2	001	CP102522.1_Lactococcus_lactis_strain_R-707-1_chromosome__complete_genome	14312	11502	0.8037	91.328	CP003132.1_2352993_2368188	9939	0.6945	93.192	8	69
CP102522.1|PICI|R3|core|batch=001|record=CP102522.1_Lactococcus_lactis_strain_R-707-1_chromosome__complete_genome|start=41819|end=54649|strand=mixed	CP102522.1	PICI	R3	001	CP102522.1_Lactococcus_lactis_strain_R-707-1_chromosome__complete_genome	12831	6722	0.5239	94.008	AM406671.1_32370_51783	5876	0.458	97.357	8	43
CP102522.1|PICI|R4|core|batch=001|record=CP102522.1_Lactococcus_lactis_strain_R-707-1_chromosome__complete_genome|start=1803783|end=1815158|strand=mixed	CP102522.1	PICI	R4	001	CP102522.1_Lactococcus_lactis_strain_R-707-1_chromosome__complete_genome	11376	7086	0.6229	94.745	CP002365.1_1723782_1733895	6026	0.5297	95.499	4	12
CP102522.1|PICI|R5|core|batch=001|record=CP102522.1_Lactococcus_lactis_strain_R-707-1_chromosome__complete_genome|start=485946|end=497297|strand=mixed	CP102522.1	PICI	R5	001	CP102522.1_Lactococcus_lactis_strain_R-707-1_chromosome__complete_genome	11352	10993	0.9684	92.67	AE005176.1_502595_517773	9991	0.8801	96.351	8	27
CP104388.1|PICI|R1|core|batch=001|record=CP104388.1_Lactococcus_lactis_strain_LJL7m20_chromosome__complete_genome|start=714949|end=728382|strand=mixed	CP104388.1	PICI	R1	001	CP104388.1_Lactococcus_lactis_strain_LJL7m20_chromosome__complete_genome	13434	576	0.0429	80.65	CP002365.1_1723782_1733895	327	0.0243	82.779	3	4
CP104388.1|PICI|R2|core|batch=001|record=CP104388.1_Lactococcus_lactis_strain_LJL7m20_chromosome__complete_genome|start=79972|end=87286|strand=mixed	CP104388.1	PICI	R2	001	CP104388.1_Lactococcus_lactis_strain_LJL7m20_chromosome__complete_genome	7315	2978	0.4071	81.726	CP003132.1_2352993_2368188	2051	0.2804	81.888	8	33
CP104388.1|PICI|R3|core|batch=001|record=CP104388.1_Lactococcus_lactis_strain_LJL7m20_chromosome__complete_genome|start=86352|end=95329|strand=mixed	CP104388.1	PICI	R3	001	CP104388.1_Lactococcus_lactis_strain_LJL7m20_chromosome__complete_genome	8978	3525	0.3926	83.966	CP001834.1_2505680_2520561	2133	0.2376	85.728	8	34
CP104388.1|PICI|R4|core|batch=001|record=CP104388.1_Lactococcus_lactis_strain_LJL7m20_chromosome__complete_genome|start=771625|end=777795|strand=mixed	CP104388.1	PICI	R4	001	CP104388.1_Lactococcus_lactis_strain_LJL7m20_chromosome__complete_genome	6171	4846	0.7853	86.812	CP003132.1_2352993_2368188	3523	0.5709	86.032	7	45
CP104388.1|PICI|R5|core|batch=001|record=CP104388.1_Lactococcus_lactis_strain_LJL7m20_chromosome__complete_genome|start=2105797|end=2111921|strand=-1	CP104388.1	PICI	R5	001	CP104388.1_Lactococcus_lactis_strain_LJL7m20_chromosome__complete_genome	6125	1055	0.1722	94.638	AE005176.1_502595_517773	1055	0.1722	94.638	1	2
CP110849.1|PICI|R1|core|batch=001|record=CP110849.1_Lactococcus_lactis_strain_VHProbi_V60_chromosome__complete_genome|start=36702|end=46522|strand=mixed	CP110849.1	PICI	R1	001	CP110849.1_Lactococcus_lactis_strain_VHProbi_V60_chromosome__complete_genome	9821	8769	0.8929	90.558	AM406671.1_32370_51783	6653	0.6774	90.93	8	51
CP110849.1|PICI|R2|core|batch=001|record=CP110849.1_Lactococcus_lactis_strain_VHProbi_V60_chromosome__complete_genome|start=38347|end=51815|strand=mixed	CP110849.1	PICI	R2	001	CP110849.1_Lactococcus_lactis_strain_VHProbi_V60_chromosome__complete_genome	13469	7259	0.5389	91.199	AM406671.1_32370_51783	5153	0.3826	91.773	8	51
CP110849.1|PICI|R3|core|batch=001|record=CP110849.1_Lactococcus_lactis_strain_VHProbi_V60_chromosome__complete_genome|start=1914349|end=1927753|strand=mixed	CP110849.1	PICI	R3	001	CP110849.1_Lactococcus_lactis_strain_VHProbi_V60_chromosome__complete_genome	13405	2089	0.1558	88.105	AE005176.1_502595_517773	1006	0.075	91.107	8	19
CP117409.1|PICI|R1|core|batch=001|record=CP117409.1_Lactococcus_lactis_strain_LB7_chromosome__complete_genome|start=322551|end=337306|strand=mixed	CP117409.1	PICI	R1	001	CP117409.1_Lactococcus_lactis_strain_LB7_chromosome__complete_genome	14756	7846	0.5317	86.759	CP001834.1_2505680_2520561	6322	0.4284	85.95	8	58
CP117409.1|PICI|R2|core|batch=001|record=CP117409.1_Lactococcus_lactis_strain_LB7_chromosome__complete_genome|start=379558|end=394385|strand=mixed	CP117409.1	PICI	R2	001	CP117409.1_Lactococcus_lactis_strain_LB7_chromosome__complete_genome	14828	99	0.0067	87.879	CP001834.1_2505680_2520561	99	0.0067	87.879	1	1
CP119113.1|PICI|R1|core|batch=002|record=CP119113.1_Staphylococcus_aureus_strain_GENOMIC22-002_chromosome__complete_genome|start=391633|end=403138|strand=1	CP119113.1	PICI	R1	002	CP119113.1_Staphylococcus_aureus_strain_GENOMIC22-002_chromosome__complete_genome	11506	128	0.0111	98.45	CP000255.1_881837_895809	128	0.0111	98.45	1	1
CP121539.1|PICI|R1|core|batch=002|record=CP121539.1_Lactococcus_lactis_strain_MA5_chromosome__complete_genome|start=1451246|end=1463653|strand=mixed	CP121539.1	PICI	R1	002	CP121539.1_Lactococcus_lactis_strain_MA5_chromosome__complete_genome	12408	11036	0.8894	90.154	CP001834.1_2505680_2520561	9088	0.7324	92.804	8	63
CP121539.1|PICI|R2|core|batch=002|record=CP121539.1_Lactococcus_lactis_strain_MA5_chromosome__complete_genome|start=1455755|end=1468950|strand=mixed	CP121539.1	PICI	R2	002	CP121539.1_Lactococcus_lactis_strain_MA5_chromosome__complete_genome	13196	6870	0.5206	92.341	CP001834.1_2505680_2520561	4786	0.3627	94.511	8	47
CP121539.1|PICI|R3|core|batch=002|record=CP121539.1_Lactococcus_lactis_strain_MA5_chromosome__complete_genome|start=885279|end=895536|strand=mixed	CP121539.1	PICI	R3	002	CP121539.1_Lactococcus_lactis_strain_MA5_chromosome__complete_genome	10258	6529	0.6365	84.908	AE005176.1_502595_517773	4054	0.3952	90.121	8	29
CP122489.1|PICI|R1|core|batch=002|record=CP122489.1_Staphylococcus_aureus_strain_GE-MSSA42_chromosome__complete_genome|start=1773319|end=1784218|strand=mixed	CP122489.1	PICI	R1	002	CP122489.1_Staphylococcus_aureus_strain_GE-MSSA42_chromosome__complete_genome	10900	2233	0.2049	91.877	CP000255.1_881837_895809	1637	0.1502	97.563	2	6
CP122489.1|PICI|R2|core|batch=002|record=CP122489.1_Staphylococcus_aureus_strain_GE-MSSA42_chromosome__complete_genome|start=1777045|end=1789087|strand=mixed	CP122489.1	PICI	R2	002	CP122489.1_Staphylococcus_aureus_strain_GE-MSSA42_chromosome__complete_genome	12043	3822	0.3174	90.401	SDLZ01000003.1_23159_39035	2122	0.1762	84.03	2	7
CP127571.1|PICI|R1|core|batch=002|record=CP127571.1_Staphylococcus_aureus_strain_C886_chromosome__complete_genome|start=367023|end=372563|strand=mixed	CP127571.1	PICI	R1	002	CP127571.1_Staphylococcus_aureus_strain_C886_chromosome__complete_genome	5541	2233	0.403	91.877	CP000255.1_881837_895809	1637	0.2954	97.563	2	6
CP127571.1|PICI|R2|core|batch=002|record=CP127571.1_Staphylococcus_aureus_strain_C886_chromosome__complete_genome|start=356728|end=368837|strand=mixed	CP127571.1	PICI	R2	002	CP127571.1_Staphylococcus_aureus_strain_C886_chromosome__complete_genome	12110	4085	0.3373	93.167	CP000255.1_881837_895809	2627	0.2169	96.764	2	4
CP127618.1|PICI|R1|core|batch=002|record=CP127618.1_Staphylococcus_aureus_strain_C271_chromosome__complete_genome|start=810111|end=821854|strand=mixed	CP127618.1	PICI	R1	002	CP127618.1_Staphylococcus_aureus_strain_C271_chromosome__complete_genome	11744	2128	0.1812	90.942	CP000255.1_881837_895809	1892	0.1611	93.575	2	4
CP127656.1|PICI|R1|core|batch=002|record=CP127656.1_Staphylococcus_aureus_strain_C357_chromosome__complete_genome|start=2083496|end=2093995|strand=mixed	CP127656.1	PICI	R1	002	CP127656.1_Staphylococcus_aureus_strain_C357_chromosome__complete_genome	10500	1282	0.1221	91.301	CP000255.1_881837_895809	1091	0.1039	95.417	2	3
CP127739.1|PICI|R1|core|batch=002|record=CP127739.1_Staphylococcus_aureus_strain_C76_chromosome__complete_genome|start=393356|end=398896|strand=mixed	CP127739.1	PICI	R1	002	CP127739.1_Staphylococcus_aureus_strain_C76_chromosome__complete_genome	5541	2233	0.403	91.877	CP000255.1_881837_895809	1637	0.2954	97.563	2	6
CP127739.1|PICI|R2|core|batch=002|record=CP127739.1_Staphylococcus_aureus_strain_C76_chromosome__complete_genome|start=383067|end=395170|strand=mixed	CP127739.1	PICI	R2	002	CP127739.1_Staphylococcus_aureus_strain_C76_chromosome__complete_genome	12104	3575	0.2954	91.323	CP000255.1_881837_895809	1836	0.1517	97.605	2	5
CP127770.1|PICI|R1|core|batch=002|record=CP127770.1_Staphylococcus_aureus_strain_C13_chromosome__complete_genome|start=393358|end=398898|strand=mixed	CP127770.1	PICI	R1	002	CP127770.1_Staphylococcus_aureus_strain_C13_chromosome__complete_genome	5541	2233	0.403	91.877	CP000255.1_881837_895809	1637	0.2954	97.563	2	6
CP127770.1|PICI|R2|core|batch=002|record=CP127770.1_Staphylococcus_aureus_strain_C13_chromosome__complete_genome|start=383069|end=395172|strand=mixed	CP127770.1	PICI	R2	002	CP127770.1_Staphylococcus_aureus_strain_C13_chromosome__complete_genome	12104	3575	0.2954	91.323	CP000255.1_881837_895809	1836	0.1517	97.605	2	5
CP127780.1|PICI|R1|core|batch=002|record=CP127780.1_Staphylococcus_aureus_strain_C84_chromosome__complete_genome|start=403562|end=409102|strand=mixed	CP127780.1	PICI	R1	002	CP127780.1_Staphylococcus_aureus_strain_C84_chromosome__complete_genome	5541	2233	0.403	91.877	CP000255.1_881837_895809	1637	0.2954	97.563	2	6
CP127780.1|PICI|R2|core|batch=002|record=CP127780.1_Staphylococcus_aureus_strain_C84_chromosome__complete_genome|start=393269|end=405376|strand=mixed	CP127780.1	PICI	R2	002	CP127780.1_Staphylococcus_aureus_strain_C84_chromosome__complete_genome	12108	4085	0.3374	93.143	CP000255.1_881837_895809	2627	0.217	96.764	2	4
CP127820.1|PICI|R1|core|batch=002|record=CP127820.1_Staphylococcus_aureus_strain_C11_chromosome__complete_genome|start=367072|end=372612|strand=mixed	CP127820.1	PICI	R1	002	CP127820.1_Staphylococcus_aureus_strain_C11_chromosome__complete_genome	5541	2233	0.403	91.877	CP000255.1_881837_895809	1637	0.2954	97.563	2	6
CP127820.1|PICI|R2|core|batch=002|record=CP127820.1_Staphylococcus_aureus_strain_C11_chromosome__complete_genome|start=356778|end=368886|strand=mixed	CP127820.1	PICI	R2	002	CP127820.1_Staphylococcus_aureus_strain_C11_chromosome__complete_genome	12109	4085	0.3374	93.167	CP000255.1_881837_895809	2627	0.2169	96.764	2	4
CP134071.1|PICI|R1|core|batch=002|record=CP134071.1_Staphylococcus_aureus_strain_4233_chromosome__complete_genome|start=2745923|end=2757588|strand=mixed	CP134071.1	PICI	R1	002	CP134071.1_Staphylococcus_aureus_strain_4233_chromosome__complete_genome	11666	2378	0.2038	89.001	CP000255.1_881837_895809	1890	0.162	93.572	2	5
CP135966.1|PICI|R1|core|batch=002|record=CP135966.1_Staphylococcus_aureus_strain_ST5477_chromosome__complete_genome|start=366039|end=376804|strand=mixed	CP135966.1	PICI	R1	002	CP135966.1_Staphylococcus_aureus_strain_ST5477_chromosome__complete_genome	10766	1252	0.1163	78.597	SDLZ01000003.1_23159_39035	1145	0.1064	76.445	2	6
CP135966.1|PICI|R2|core|batch=002|record=CP135966.1_Staphylococcus_aureus_strain_ST5477_chromosome__complete_genome|start=352175|end=366842|strand=mixed	CP135966.1	PICI	R2	002	CP135966.1_Staphylococcus_aureus_strain_ST5477_chromosome__complete_genome	14668	1732	0.1181	90.328	SDLZ01000003.1_23159_39035	1324	0.0903	89.601	2	3
CP135966.1|PICI|R3|core|batch=002|record=CP135966.1_Staphylococcus_aureus_strain_ST5477_chromosome__complete_genome|start=359014|end=370916|strand=mixed	CP135966.1	PICI	R3	002	CP135966.1_Staphylococcus_aureus_strain_ST5477_chromosome__complete_genome	11903	2204	0.1852	86.765	SDLZ01000003.1_23159_39035	1724	0.1448	84.882	2	4
CP137623.1|PICI|R1|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2162358|end=2176314|strand=-1	CP137623.1	PICI	R1	002	CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome	13957	3866	0.277	84.43	AE005176.1_502595_517773	2675	0.1917	89.985	8	32
CP137623.1|PICI|R2|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2169375|end=2178940|strand=mixed	CP137623.1	PICI	R2	002	CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome	9566	3094	0.3234	82.858	AE005176.1_502595_517773	1487	0.1554	88.172	8	28
CP137623.1|PICI|R3|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2228056|end=2237553|strand=mixed	CP137623.1	PICI	R3	002	CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome	9498	4054	0.4268	81.178	AM406671.1_32370_51783	2617	0.2755	82.757	8	39
CP137623.1|PICI|R4|core|batch=002|record=CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome|start=2236619|end=2245596|strand=mixed	CP137623.1	PICI	R4	002	CP137623.1_Lactococcus_lactis_strain_NCK401_chromosome__complete_genome	8978	3525	0.3926	83.966	CP001834.1_2505680_2520561	2133	0.2376	85.728	8	34
CP138309.1|PICI|R1|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=36645|end=50856|strand=mixed	CP138309.1	PICI	R1	002	CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome	14212	13263	0.9332	91.039	AM406671.1_32370_51783	10546	0.742	95.394	8	69
CP138309.1|PICI|R2|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=511321|end=525912|strand=mixed	CP138309.1	PICI	R2	002	CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome	14592	14592	1.0	96.065	AE005176.1_502595_517773	14592	1.0	99.979	8	23
CP138309.1|PICI|R3|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=176120|end=189318|strand=mixed	CP138309.1	PICI	R3	002	CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome	13199	630	0.0477	87.284	AE005176.1_502595_517773	630	0.0477	87.284	1	2
CP138309.1|PICI|R4|core|batch=002|record=CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome|start=1996920|end=2000301|strand=mixed	CP138309.1	PICI	R4	002	CP138309.1_Lactococcus_lactis_strain_B26_chromosome__complete_genome	3382	1161	0.3433	82.398	CP003132.1_2352993_2368188	759	0.2244	81.606	3	4
CP141407.1|PICI|R1|core|batch=002|record=CP141407.1_Staphylococcus_aureus_strain_Sau126_chromosome__complete_genome|start=1322225|end=1333958|strand=mixed	CP141407.1	PICI	R1	002	CP141407.1_Staphylococcus_aureus_strain_Sau126_chromosome__complete_genome	11734	2128	0.1814	91.032	CP000255.1_881837_895809	1892	0.1612	93.681	2	4
